Source,Target,Type,Weight,Relationship
350,6,directed,1,[m:MENTIONS]
224,351,directed,1,[m:MENTIONS]
224,351,directed,1,[r:RETWEETS]
200,342,directed,1,[m:MENTIONS]
352,6,directed,1,[m:MENTIONS]
352,6,directed,1,[r:RETWEETS]
337,353,directed,1,[q:QUOTES]
353,49,directed,1,[m:MENTIONS]
224,354,directed,1,[m:MENTIONS]
224,354,directed,1,[r:RETWEETS]
355,20,directed,1,[m:MENTIONS]
355,20,directed,1,[r:RETWEETS]
267,331,directed,1,[m:MENTIONS]
267,331,directed,1,[r:RETWEETS]
356,212,directed,1,[m:MENTIONS]
356,212,directed,1,[r:RETWEETS]
274,289,directed,1,[q:QUOTES]
357,6,directed,1,[m:MENTIONS]
358,20,directed,1,[m:MENTIONS]
358,20,directed,1,[r:RETWEETS]
322,160,directed,1,[m:MENTIONS]
359,6,directed,1,[m:MENTIONS]
359,6,directed,1,[r:RETWEETS]
360,8,directed,1,[m:MENTIONS]
360,6,directed,1,[m:MENTIONS]
361,20,directed,1,[m:MENTIONS]
361,20,directed,1,[r:RETWEETS]
362,20,directed,1,[m:MENTIONS]
362,20,directed,1,[r:RETWEETS]
18,20,directed,1,[m:MENTIONS]
18,20,directed,1,[r:RETWEETS]
363,364,directed,1,[m:MENTIONS]
363,261,directed,1,[m:MENTIONS]
365,366,directed,1,[m:MENTIONS]
365,6,directed,1,[m:MENTIONS]
365,366,directed,1,[r:RETWEETS]
366,6,directed,1,[m:MENTIONS]
367,20,directed,1,[m:MENTIONS]
367,20,directed,1,[r:RETWEETS]
368,20,directed,1,[m:MENTIONS]
368,20,directed,1,[r:RETWEETS]
222,369,directed,1,[m:MENTIONS]
222,370,directed,1,[m:MENTIONS]
222,12,directed,1,[m:MENTIONS]
371,372,directed,1,[m:MENTIONS]
371,372,directed,1,[r:RETWEETS]
373,2,directed,1,[m:MENTIONS]
373,2,directed,1,[r:RETWEETS]
349,341,directed,1,[m:MENTIONS]
349,6,directed,1,[m:MENTIONS]
349,341,directed,1,[r:RETWEETS]
374,20,directed,1,[m:MENTIONS]
374,20,directed,1,[r:RETWEETS]
316,375,directed,1,[m:MENTIONS]
316,375,directed,1,[r:RETWEETS]
376,20,directed,1,[m:MENTIONS]
376,20,directed,1,[r:RETWEETS]
224,377,directed,1,[m:MENTIONS]
224,378,directed,1,[m:MENTIONS]
224,377,directed,1,[r:RETWEETS]
377,378,directed,1,[m:MENTIONS]
377,379,directed,1,[m:MENTIONS]
377,9,directed,1,[m:MENTIONS]
380,20,directed,1,[m:MENTIONS]
380,20,directed,1,[r:RETWEETS]
381,20,directed,1,[m:MENTIONS]
381,20,directed,1,[r:RETWEETS]
13,278,directed,1,[q:QUOTES]
382,20,directed,1,[m:MENTIONS]
382,20,directed,1,[r:RETWEETS]
224,383,directed,1,[m:MENTIONS]
224,383,directed,1,[r:RETWEETS]
384,20,directed,1,[m:MENTIONS]
384,20,directed,1,[r:RETWEETS]
385,20,directed,1,[m:MENTIONS]
385,20,directed,1,[r:RETWEETS]
20,18,directed,1,[m:MENTIONS]
20,18,directed,1,[r:RETWEETS]
386,18,directed,1,[m:MENTIONS]
386,18,directed,1,[r:RETWEETS]
387,18,directed,1,[m:MENTIONS]
387,18,directed,1,[r:RETWEETS]
342,200,directed,1,[m:MENTIONS]
342,200,directed,1,[r:RETWEETS]
388,20,directed,1,[m:MENTIONS]
388,20,directed,1,[r:RETWEETS]
389,20,directed,1,[m:MENTIONS]
389,20,directed,1,[r:RETWEETS]
390,6,directed,1,[q:QUOTES]
391,29,directed,1,[m:MENTIONS]
391,29,directed,1,[r:RETWEETS]
392,20,directed,1,[m:MENTIONS]
392,20,directed,1,[r:RETWEETS]
386,20,directed,1,[m:MENTIONS]
386,20,directed,1,[r:RETWEETS]
393,353,directed,1,[m:MENTIONS]
393,353,directed,1,[r:RETWEETS]
394,20,directed,1,[m:MENTIONS]
394,20,directed,1,[r:RETWEETS]
395,20,directed,1,[m:MENTIONS]
395,20,directed,1,[r:RETWEETS]
396,20,directed,1,[m:MENTIONS]
396,20,directed,1,[r:RETWEETS]
397,8,directed,1,[m:MENTIONS]
397,9,directed,1,[m:MENTIONS]
397,8,directed,1,[r:RETWEETS]
355,18,directed,1,[m:MENTIONS]
355,18,directed,1,[r:RETWEETS]
398,20,directed,1,[m:MENTIONS]
398,20,directed,1,[r:RETWEETS]
399,20,directed,1,[m:MENTIONS]
399,20,directed,1,[r:RETWEETS]
400,18,directed,1,[m:MENTIONS]
400,18,directed,1,[r:RETWEETS]
401,4,directed,1,[m:MENTIONS]
401,4,directed,1,[q:QUOTES]
401,4,directed,1,[r:RETWEETS]
402,59,directed,1,[m:MENTIONS]
403,404,directed,1,[m:MENTIONS]
403,405,directed,1,[m:MENTIONS]
403,6,directed,1,[m:MENTIONS]
196,331,directed,1,[m:MENTIONS]
196,331,directed,1,[r:RETWEETS]
393,353,directed,1,[q:QUOTES]
406,6,directed,1,[m:MENTIONS]
406,6,directed,1,[r:RETWEETS]
407,20,directed,1,[m:MENTIONS]
407,20,directed,1,[r:RETWEETS]
408,20,directed,1,[m:MENTIONS]
408,20,directed,1,[r:RETWEETS]
409,6,directed,1,[m:MENTIONS]
409,6,directed,1,[r:RETWEETS]
196,224,directed,1,[m:MENTIONS]
196,278,directed,1,[q:QUOTES]
196,224,directed,1,[r:RETWEETS]
410,6,directed,1,[m:MENTIONS]
410,6,directed,1,[r:RETWEETS]
400,20,directed,1,[m:MENTIONS]
400,20,directed,1,[r:RETWEETS]
411,283,directed,1,[m:MENTIONS]
411,283,directed,1,[r:RETWEETS]
337,412,directed,1,[m:MENTIONS]
337,412,directed,1,[r:RETWEETS]
412,49,directed,1,[m:MENTIONS]
413,20,directed,1,[m:MENTIONS]
413,20,directed,1,[r:RETWEETS]
414,415,directed,1,[m:MENTIONS]
416,18,directed,1,[m:MENTIONS]
416,18,directed,1,[r:RETWEETS]
213,417,directed,1,[m:MENTIONS]
213,107,directed,1,[m:MENTIONS]
213,417,directed,1,[r:RETWEETS]
417,107,directed,1,[m:MENTIONS]
94,6,directed,1,[m:MENTIONS]
94,418,directed,1,[m:MENTIONS]
94,419,directed,1,[m:MENTIONS]
94,420,directed,1,[m:MENTIONS]
421,274,directed,1,[m:MENTIONS]
421,274,directed,1,[r:RETWEETS]
422,6,directed,1,[m:MENTIONS]
422,72,directed,1,[q:QUOTES]
423,20,directed,1,[m:MENTIONS]
423,20,directed,1,[r:RETWEETS]
424,261,directed,1,[m:MENTIONS]
425,98,directed,1,[m:MENTIONS]
425,99,directed,1,[m:MENTIONS]
425,98,directed,1,[r:RETWEETS]
149,20,directed,1,[m:MENTIONS]
149,20,directed,1,[r:RETWEETS]
213,426,directed,1,[m:MENTIONS]
213,427,directed,1,[m:MENTIONS]
213,226,directed,1,[m:MENTIONS]
213,426,directed,1,[r:RETWEETS]
426,427,directed,1,[m:MENTIONS]
426,226,directed,1,[m:MENTIONS]
362,18,directed,1,[m:MENTIONS]
362,18,directed,1,[r:RETWEETS]
429,430,directed,1,[m:MENTIONS]
429,72,directed,1,[m:MENTIONS]
429,431,directed,1,[m:MENTIONS]
432,197,directed,1,[m:MENTIONS]
432,197,directed,1,[r:RETWEETS]
204,433,directed,1,[m:MENTIONS]
434,6,directed,1,[m:MENTIONS]
435,20,directed,1,[m:MENTIONS]
435,20,directed,1,[r:RETWEETS]
436,9,directed,1,[m:MENTIONS]
436,32,directed,1,[m:MENTIONS]
436,9,directed,1,[r:RETWEETS]
9,32,directed,1,[m:MENTIONS]
437,4,directed,1,[m:MENTIONS]
437,4,directed,1,[r:RETWEETS]
438,20,directed,1,[m:MENTIONS]
438,20,directed,1,[r:RETWEETS]
421,22,directed,1,[m:MENTIONS]
421,22,directed,1,[r:RETWEETS]
439,129,directed,1,[q:QUOTES]
225,20,directed,1,[m:MENTIONS]
225,20,directed,1,[r:RETWEETS]
440,441,directed,1,[m:MENTIONS]
440,6,directed,1,[m:MENTIONS]
442,117,directed,1,[q:QUOTES]
437,4,directed,1,[q:QUOTES]
443,18,directed,1,[m:MENTIONS]
443,18,directed,1,[r:RETWEETS]
444,445,directed,1,[m:MENTIONS]
446,20,directed,1,[m:MENTIONS]
446,20,directed,1,[r:RETWEETS]
447,20,directed,1,[m:MENTIONS]
447,20,directed,1,[r:RETWEETS]
213,22,directed,1,[m:MENTIONS]
213,22,directed,1,[r:RETWEETS]
448,32,directed,1,[m:MENTIONS]
448,6,directed,1,[m:MENTIONS]
285,12,directed,1,[m:MENTIONS]
449,18,directed,1,[m:MENTIONS]
449,18,directed,1,[r:RETWEETS]
450,20,directed,1,[m:MENTIONS]
450,20,directed,1,[r:RETWEETS]
449,20,directed,1,[m:MENTIONS]
449,20,directed,1,[r:RETWEETS]
451,20,directed,1,[m:MENTIONS]
451,20,directed,1,[r:RETWEETS]
199,20,directed,1,[m:MENTIONS]
199,20,directed,1,[r:RETWEETS]
452,6,directed,1,[m:MENTIONS]
453,195,directed,1,[m:MENTIONS]
453,195,directed,1,[r:RETWEETS]
454,212,directed,1,[m:MENTIONS]
454,212,directed,1,[r:RETWEETS]
455,20,directed,1,[m:MENTIONS]
455,20,directed,1,[r:RETWEETS]
421,289,directed,1,[q:QUOTES]
456,107,directed,1,[m:MENTIONS]
456,107,directed,1,[r:RETWEETS]
457,20,directed,1,[m:MENTIONS]
457,20,directed,1,[r:RETWEETS]
458,18,directed,1,[m:MENTIONS]
458,18,directed,1,[r:RETWEETS]
459,208,directed,1,[m:MENTIONS]
459,460,directed,1,[q:QUOTES]
461,18,directed,1,[m:MENTIONS]
461,18,directed,1,[r:RETWEETS]
462,20,directed,1,[m:MENTIONS]
462,20,directed,1,[r:RETWEETS]
436,463,directed,1,[m:MENTIONS]
436,464,directed,1,[m:MENTIONS]
436,465,directed,1,[m:MENTIONS]
436,466,directed,1,[m:MENTIONS]
436,467,directed,1,[m:MENTIONS]
436,468,directed,1,[m:MENTIONS]
436,469,directed,1,[m:MENTIONS]
436,470,directed,1,[m:MENTIONS]
436,463,directed,1,[q:QUOTES]
463,6,directed,1,[m:MENTIONS]
436,463,directed,1,[r:RETWEETS]
463,464,directed,1,[m:MENTIONS]
463,465,directed,1,[m:MENTIONS]
463,466,directed,1,[m:MENTIONS]
463,467,directed,1,[m:MENTIONS]
463,468,directed,1,[m:MENTIONS]
463,469,directed,1,[m:MENTIONS]
463,470,directed,1,[m:MENTIONS]
463,471,directed,1,[m:MENTIONS]
463,472,directed,1,[m:MENTIONS]
463,473,directed,1,[m:MENTIONS]
474,6,directed,1,[m:MENTIONS]
138,475,directed,1,[m:MENTIONS]
138,475,directed,1,[r:RETWEETS]
476,160,directed,1,[m:MENTIONS]
476,160,directed,1,[r:RETWEETS]
477,293,directed,1,[q:QUOTES]
478,479,directed,1,[m:MENTIONS]
480,31,directed,1,[m:MENTIONS]
480,31,directed,1,[r:RETWEETS]
481,482,directed,1,[m:MENTIONS]
481,483,directed,1,[m:MENTIONS]
481,32,directed,1,[m:MENTIONS]
481,482,directed,1,[r:RETWEETS]
482,483,directed,1,[m:MENTIONS]
482,32,directed,1,[m:MENTIONS]
484,18,directed,1,[m:MENTIONS]
484,18,directed,1,[r:RETWEETS]
407,18,directed,1,[m:MENTIONS]
407,18,directed,1,[r:RETWEETS]
485,18,directed,1,[m:MENTIONS]
485,18,directed,1,[r:RETWEETS]
486,20,directed,1,[m:MENTIONS]
486,20,directed,1,[r:RETWEETS]
487,18,directed,1,[m:MENTIONS]
487,18,directed,1,[r:RETWEETS]
488,6,directed,1,[m:MENTIONS]
488,6,directed,1,[r:RETWEETS]
489,72,directed,1,[m:MENTIONS]
489,72,directed,1,[r:RETWEETS]
457,18,directed,1,[m:MENTIONS]
457,18,directed,1,[r:RETWEETS]
490,491,directed,1,[m:MENTIONS]
490,6,directed,1,[m:MENTIONS]
490,491,directed,1,[r:RETWEETS]
491,6,directed,1,[m:MENTIONS]
492,18,directed,1,[m:MENTIONS]
492,18,directed,1,[r:RETWEETS]
493,9,directed,1,[m:MENTIONS]
494,6,directed,1,[m:MENTIONS]
495,49,directed,1,[m:MENTIONS]
495,283,directed,1,[m:MENTIONS]
495,49,directed,1,[r:RETWEETS]
49,283,directed,1,[m:MENTIONS]
123,285,directed,1,[m:MENTIONS]
123,12,directed,1,[m:MENTIONS]
123,285,directed,1,[r:RETWEETS]
496,20,directed,1,[m:MENTIONS]
496,20,directed,1,[r:RETWEETS]
497,18,directed,1,[m:MENTIONS]
497,18,directed,1,[r:RETWEETS]
371,498,directed,1,[m:MENTIONS]
371,6,directed,1,[m:MENTIONS]
371,50,directed,1,[m:MENTIONS]
371,498,directed,1,[r:RETWEETS]
498,6,directed,1,[m:MENTIONS]
498,50,directed,1,[m:MENTIONS]
499,20,directed,1,[m:MENTIONS]
499,20,directed,1,[r:RETWEETS]
500,6,directed,1,[m:MENTIONS]
500,160,directed,1,[m:MENTIONS]
500,208,directed,1,[m:MENTIONS]
501,31,directed,1,[m:MENTIONS]
501,31,directed,1,[r:RETWEETS]
502,72,directed,1,[m:MENTIONS]
123,503,directed,1,[m:MENTIONS]
123,503,directed,1,[r:RETWEETS]
504,83,directed,1,[m:MENTIONS]
505,6,directed,1,[m:MENTIONS]
505,6,directed,1,[r:RETWEETS]
506,6,directed,1,[m:MENTIONS]
167,507,directed,1,[m:MENTIONS]
167,507,directed,1,[r:RETWEETS]
123,139,directed,1,[m:MENTIONS]
123,139,directed,1,[r:RETWEETS]
381,18,directed,1,[m:MENTIONS]
381,18,directed,1,[r:RETWEETS]
508,20,directed,1,[m:MENTIONS]
508,20,directed,1,[r:RETWEETS]
509,18,directed,1,[m:MENTIONS]
509,18,directed,1,[r:RETWEETS]
497,20,directed,1,[m:MENTIONS]
497,20,directed,1,[r:RETWEETS]
274,2,directed,1,[m:MENTIONS]
274,2,directed,1,[r:RETWEETS]
510,20,directed,1,[m:MENTIONS]
510,20,directed,1,[r:RETWEETS]
511,442,directed,1,[m:MENTIONS]
511,117,directed,1,[q:QUOTES]
511,442,directed,1,[r:RETWEETS]
512,513,directed,1,[q:QUOTES]
513,49,directed,1,[m:MENTIONS]
514,20,directed,1,[m:MENTIONS]
514,20,directed,1,[r:RETWEETS]
495,49,directed,1,[q:QUOTES]
515,6,directed,1,[m:MENTIONS]
516,18,directed,1,[m:MENTIONS]
516,18,directed,1,[r:RETWEETS]
517,518,directed,1,[m:MENTIONS]
517,518,directed,1,[r:RETWEETS]
518,49,directed,1,[m:MENTIONS]
123,264,directed,1,[m:MENTIONS]
519,20,directed,1,[m:MENTIONS]
519,20,directed,1,[r:RETWEETS]
167,31,directed,1,[m:MENTIONS]
167,31,directed,1,[r:RETWEETS]
520,129,directed,1,[q:QUOTES]
521,18,directed,1,[m:MENTIONS]
521,18,directed,1,[r:RETWEETS]
123,522,directed,1,[m:MENTIONS]
123,522,directed,1,[r:RETWEETS]
522,6,directed,1,[m:MENTIONS]
523,20,directed,1,[m:MENTIONS]
523,20,directed,1,[r:RETWEETS]
524,20,directed,1,[m:MENTIONS]
524,20,directed,1,[r:RETWEETS]
525,18,directed,1,[m:MENTIONS]
525,18,directed,1,[r:RETWEETS]
526,6,directed,1,[m:MENTIONS]
526,6,directed,1,[r:RETWEETS]
527,20,directed,1,[q:QUOTES]
403,528,directed,1,[m:MENTIONS]
403,529,directed,1,[m:MENTIONS]
527,20,directed,1,[m:MENTIONS]
527,20,directed,1,[r:RETWEETS]
224,530,directed,1,[m:MENTIONS]
224,530,directed,1,[r:RETWEETS]
509,20,directed,1,[m:MENTIONS]
509,20,directed,1,[r:RETWEETS]
531,532,directed,1,[m:MENTIONS]
360,105,directed,1,[m:MENTIONS]
360,533,directed,1,[m:MENTIONS]
534,535,directed,1,[m:MENTIONS]
534,9,directed,1,[m:MENTIONS]
534,6,directed,1,[m:MENTIONS]
534,32,directed,1,[m:MENTIONS]
534,535,directed,1,[r:RETWEETS]
535,9,directed,1,[m:MENTIONS]
535,6,directed,1,[m:MENTIONS]
535,32,directed,1,[m:MENTIONS]
536,18,directed,1,[m:MENTIONS]
536,18,directed,1,[r:RETWEETS]
512,537,directed,1,[m:MENTIONS]
512,6,directed,1,[m:MENTIONS]
512,49,directed,1,[m:MENTIONS]
512,537,directed,1,[r:RETWEETS]
537,6,directed,1,[m:MENTIONS]
537,49,directed,1,[m:MENTIONS]
538,20,directed,1,[m:MENTIONS]
538,20,directed,1,[r:RETWEETS]
539,20,directed,1,[m:MENTIONS]
539,20,directed,1,[r:RETWEETS]
511,274,directed,1,[m:MENTIONS]
511,289,directed,1,[q:QUOTES]
511,274,directed,1,[r:RETWEETS]
540,18,directed,1,[m:MENTIONS]
540,18,directed,1,[r:RETWEETS]
541,12,directed,1,[m:MENTIONS]
541,12,directed,1,[r:RETWEETS]
542,6,directed,1,[m:MENTIONS]
542,6,directed,1,[r:RETWEETS]
399,18,directed,1,[m:MENTIONS]
399,18,directed,1,[r:RETWEETS]
543,12,directed,1,[m:MENTIONS]
543,12,directed,1,[r:RETWEETS]
544,20,directed,1,[m:MENTIONS]
544,20,directed,1,[r:RETWEETS]
545,20,directed,1,[m:MENTIONS]
545,20,directed,1,[r:RETWEETS]
546,20,directed,1,[m:MENTIONS]
546,20,directed,1,[r:RETWEETS]
547,9,directed,1,[m:MENTIONS]
316,288,directed,1,[m:MENTIONS]
316,288,directed,1,[r:RETWEETS]
548,18,directed,1,[m:MENTIONS]
548,18,directed,1,[r:RETWEETS]
484,20,directed,1,[m:MENTIONS]
484,20,directed,1,[r:RETWEETS]
549,20,directed,1,[m:MENTIONS]
549,20,directed,1,[r:RETWEETS]
550,20,directed,1,[m:MENTIONS]
550,20,directed,1,[r:RETWEETS]
540,20,directed,1,[m:MENTIONS]
540,20,directed,1,[r:RETWEETS]
551,18,directed,1,[m:MENTIONS]
551,18,directed,1,[r:RETWEETS]
552,18,directed,1,[m:MENTIONS]
552,18,directed,1,[r:RETWEETS]
553,6,directed,1,[m:MENTIONS]
553,6,directed,1,[r:RETWEETS]
554,18,directed,1,[m:MENTIONS]
554,18,directed,1,[r:RETWEETS]
555,283,directed,1,[m:MENTIONS]
555,283,directed,1,[r:RETWEETS]
548,20,directed,1,[m:MENTIONS]
548,20,directed,1,[r:RETWEETS]
556,20,directed,1,[m:MENTIONS]
556,20,directed,1,[r:RETWEETS]
557,20,directed,1,[m:MENTIONS]
557,20,directed,1,[r:RETWEETS]
558,559,directed,1,[q:QUOTES]
559,433,directed,1,[m:MENTIONS]
316,560,directed,1,[m:MENTIONS]
316,560,directed,1,[r:RETWEETS]
561,6,directed,1,[m:MENTIONS]
562,20,directed,1,[m:MENTIONS]
562,20,directed,1,[r:RETWEETS]
443,20,directed,1,[m:MENTIONS]
443,20,directed,1,[r:RETWEETS]
563,491,directed,1,[m:MENTIONS]
563,6,directed,1,[m:MENTIONS]
563,564,directed,1,[m:MENTIONS]
563,565,directed,1,[m:MENTIONS]
563,50,directed,1,[m:MENTIONS]
563,566,directed,1,[m:MENTIONS]
563,491,directed,1,[r:RETWEETS]
491,564,directed,1,[m:MENTIONS]
491,565,directed,1,[m:MENTIONS]
491,50,directed,1,[m:MENTIONS]
491,566,directed,1,[m:MENTIONS]
567,405,directed,1,[m:MENTIONS]
568,4,directed,1,[m:MENTIONS]
568,4,directed,1,[q:QUOTES]
568,4,directed,1,[r:RETWEETS]
376,18,directed,1,[m:MENTIONS]
376,18,directed,1,[r:RETWEETS]
555,283,directed,1,[q:QUOTES]
569,20,directed,1,[m:MENTIONS]
569,20,directed,1,[r:RETWEETS]
570,18,directed,1,[m:MENTIONS]
570,18,directed,1,[r:RETWEETS]
393,571,directed,1,[m:MENTIONS]
393,49,directed,1,[m:MENTIONS]
393,571,directed,1,[q:QUOTES]
571,572,directed,1,[m:MENTIONS]
571,49,directed,1,[m:MENTIONS]
393,571,directed,1,[r:RETWEETS]
573,59,directed,1,[m:MENTIONS]
573,574,directed,1,[m:MENTIONS]
575,31,directed,1,[m:MENTIONS]
575,31,directed,1,[r:RETWEETS]
576,20,directed,1,[m:MENTIONS]
576,20,directed,1,[r:RETWEETS]
577,578,directed,1,[m:MENTIONS]
579,20,directed,1,[m:MENTIONS]
579,20,directed,1,[r:RETWEETS]
580,101,directed,1,[m:MENTIONS]
580,101,directed,1,[r:RETWEETS]
551,20,directed,1,[m:MENTIONS]
551,20,directed,1,[r:RETWEETS]
581,20,directed,1,[m:MENTIONS]
581,20,directed,1,[r:RETWEETS]
582,20,directed,1,[m:MENTIONS]
582,20,directed,1,[r:RETWEETS]
461,20,directed,1,[m:MENTIONS]
461,20,directed,1,[r:RETWEETS]
583,129,directed,1,[q:QUOTES]
584,295,directed,1,[m:MENTIONS]
584,295,directed,1,[r:RETWEETS]
585,6,directed,1,[m:MENTIONS]
585,50,directed,1,[m:MENTIONS]
586,20,directed,1,[m:MENTIONS]
586,20,directed,1,[r:RETWEETS]
587,18,directed,1,[m:MENTIONS]
587,18,directed,1,[r:RETWEETS]
588,18,directed,1,[m:MENTIONS]
588,18,directed,1,[r:RETWEETS]
589,31,directed,1,[m:MENTIONS]
590,20,directed,1,[m:MENTIONS]
590,20,directed,1,[r:RETWEETS]
591,20,directed,1,[m:MENTIONS]
591,20,directed,1,[r:RETWEETS]
592,20,directed,1,[m:MENTIONS]
592,20,directed,1,[r:RETWEETS]
593,20,directed,1,[m:MENTIONS]
593,20,directed,1,[r:RETWEETS]
594,20,directed,1,[m:MENTIONS]
594,20,directed,1,[r:RETWEETS]
595,6,directed,1,[m:MENTIONS]
596,156,directed,1,[m:MENTIONS]
596,597,directed,1,[q:QUOTES]
597,156,directed,1,[m:MENTIONS]
597,598,directed,1,[m:MENTIONS]
597,157,directed,1,[m:MENTIONS]
596,156,directed,1,[r:RETWEETS]
156,597,directed,1,[q:QUOTES]
599,12,directed,1,[m:MENTIONS]
599,12,directed,1,[r:RETWEETS]
600,20,directed,1,[m:MENTIONS]
600,20,directed,1,[r:RETWEETS]
601,20,directed,1,[m:MENTIONS]
601,20,directed,1,[r:RETWEETS]
602,20,directed,1,[m:MENTIONS]
602,20,directed,1,[r:RETWEETS]
603,20,directed,1,[m:MENTIONS]
603,20,directed,1,[r:RETWEETS]
604,605,directed,1,[m:MENTIONS]
604,6,directed,1,[m:MENTIONS]
604,605,directed,1,[r:RETWEETS]
605,6,directed,1,[m:MENTIONS]
555,353,directed,1,[q:QUOTES]
393,606,directed,1,[q:QUOTES]
606,6,directed,1,[m:MENTIONS]
606,9,directed,1,[m:MENTIONS]
606,32,directed,1,[m:MENTIONS]
606,607,directed,1,[m:MENTIONS]
606,529,directed,1,[m:MENTIONS]
606,49,directed,1,[m:MENTIONS]
608,72,directed,1,[m:MENTIONS]
608,72,directed,1,[r:RETWEETS]
240,107,directed,1,[m:MENTIONS]
240,107,directed,1,[r:RETWEETS]
393,609,directed,1,[m:MENTIONS]
393,609,directed,1,[r:RETWEETS]
609,49,directed,1,[m:MENTIONS]
610,20,directed,1,[m:MENTIONS]
610,20,directed,1,[r:RETWEETS]
368,18,directed,1,[m:MENTIONS]
368,18,directed,1,[r:RETWEETS]
601,18,directed,1,[m:MENTIONS]
601,18,directed,1,[r:RETWEETS]
611,20,directed,1,[m:MENTIONS]
611,20,directed,1,[r:RETWEETS]
612,20,directed,1,[m:MENTIONS]
612,20,directed,1,[r:RETWEETS]
316,56,directed,1,[m:MENTIONS]
316,56,directed,1,[r:RETWEETS]
393,613,directed,1,[m:MENTIONS]
393,613,directed,1,[r:RETWEETS]
613,49,directed,1,[m:MENTIONS]
614,20,directed,1,[m:MENTIONS]
614,20,directed,1,[r:RETWEETS]
393,615,directed,1,[m:MENTIONS]
393,615,directed,1,[r:RETWEETS]
615,49,directed,1,[m:MENTIONS]
585,160,directed,1,[m:MENTIONS]
196,154,directed,1,[m:MENTIONS]
616,6,directed,1,[m:MENTIONS]
616,6,directed,1,[r:RETWEETS]
617,20,directed,1,[m:MENTIONS]
617,20,directed,1,[r:RETWEETS]
289,2,directed,1,[m:MENTIONS]
289,2,directed,1,[r:RETWEETS]
549,18,directed,1,[m:MENTIONS]
549,18,directed,1,[r:RETWEETS]
618,20,directed,1,[m:MENTIONS]
618,20,directed,1,[r:RETWEETS]
619,20,directed,1,[m:MENTIONS]
619,20,directed,1,[r:RETWEETS]
620,4,directed,1,[m:MENTIONS]
620,4,directed,1,[q:QUOTES]
620,4,directed,1,[r:RETWEETS]
621,6,directed,1,[m:MENTIONS]
621,6,directed,1,[r:RETWEETS]
180,20,directed,1,[m:MENTIONS]
180,20,directed,1,[r:RETWEETS]
622,103,directed,1,[q:QUOTES]
455,18,directed,1,[m:MENTIONS]
455,18,directed,1,[r:RETWEETS]
623,20,directed,1,[m:MENTIONS]
623,20,directed,1,[r:RETWEETS]
624,20,directed,1,[m:MENTIONS]
624,20,directed,1,[r:RETWEETS]
384,18,directed,1,[m:MENTIONS]
384,18,directed,1,[r:RETWEETS]
625,12,directed,1,[m:MENTIONS]
625,12,directed,1,[r:RETWEETS]
626,330,directed,1,[m:MENTIONS]
626,330,directed,1,[r:RETWEETS]
167,83,directed,1,[m:MENTIONS]
167,83,directed,1,[r:RETWEETS]
627,628,directed,1,[m:MENTIONS]
627,629,directed,1,[m:MENTIONS]
627,9,directed,1,[m:MENTIONS]
627,37,directed,1,[m:MENTIONS]
627,630,directed,1,[m:MENTIONS]
627,631,directed,1,[m:MENTIONS]
167,312,directed,1,[m:MENTIONS]
167,312,directed,1,[r:RETWEETS]
632,129,directed,1,[q:QUOTES]
633,6,directed,1,[q:QUOTES]
634,6,directed,1,[m:MENTIONS]
634,6,directed,1,[r:RETWEETS]
635,14,directed,1,[m:MENTIONS]
635,14,directed,1,[r:RETWEETS]
636,331,directed,1,[m:MENTIONS]
636,331,directed,1,[r:RETWEETS]
167,637,directed,1,[m:MENTIONS]
167,637,directed,1,[r:RETWEETS]
638,20,directed,1,[m:MENTIONS]
638,20,directed,1,[r:RETWEETS]
639,117,directed,1,[m:MENTIONS]
639,117,directed,1,[r:RETWEETS]
640,641,directed,1,[m:MENTIONS]
640,641,directed,1,[r:RETWEETS]
641,130,directed,1,[m:MENTIONS]
642,72,directed,1,[m:MENTIONS]
642,72,directed,1,[r:RETWEETS]
643,6,directed,1,[m:MENTIONS]
643,6,directed,1,[r:RETWEETS]
623,18,directed,1,[m:MENTIONS]
623,18,directed,1,[r:RETWEETS]
196,201,directed,1,[m:MENTIONS]
196,201,directed,1,[r:RETWEETS]
644,641,directed,1,[m:MENTIONS]
644,641,directed,1,[r:RETWEETS]
645,20,directed,1,[m:MENTIONS]
645,20,directed,1,[r:RETWEETS]
646,513,directed,1,[q:QUOTES]
647,641,directed,1,[m:MENTIONS]
647,641,directed,1,[r:RETWEETS]
648,641,directed,1,[m:MENTIONS]
648,641,directed,1,[r:RETWEETS]
649,6,directed,1,[m:MENTIONS]
167,650,directed,1,[m:MENTIONS]
167,650,directed,1,[r:RETWEETS]
651,116,directed,1,[m:MENTIONS]
652,641,directed,1,[m:MENTIONS]
652,641,directed,1,[r:RETWEETS]
653,641,directed,1,[m:MENTIONS]
653,641,directed,1,[r:RETWEETS]
133,274,directed,1,[m:MENTIONS]
133,274,directed,1,[r:RETWEETS]
654,6,directed,1,[m:MENTIONS]
654,655,directed,1,[m:MENTIONS]
654,160,directed,1,[m:MENTIONS]
654,208,directed,1,[m:MENTIONS]
654,656,directed,1,[m:MENTIONS]
654,657,directed,1,[m:MENTIONS]
654,658,directed,1,[m:MENTIONS]
654,659,directed,1,[m:MENTIONS]
654,660,directed,1,[m:MENTIONS]
654,32,directed,1,[m:MENTIONS]
654,661,directed,1,[m:MENTIONS]
654,72,directed,1,[q:QUOTES]
