Source,Target,Type,Weight,Relationship
662,20,directed,1,[m:MENTIONS]
662,20,directed,1,[r:RETWEETS]
663,20,directed,1,[m:MENTIONS]
663,20,directed,1,[r:RETWEETS]
664,283,directed,1,[m:MENTIONS]
664,283,directed,1,[r:RETWEETS]
82,665,directed,1,[m:MENTIONS]
82,665,directed,1,[r:RETWEETS]
95,274,directed,1,[m:MENTIONS]
95,289,directed,1,[q:QUOTES]
95,274,directed,1,[r:RETWEETS]
133,117,directed,1,[m:MENTIONS]
133,117,directed,1,[r:RETWEETS]
393,666,directed,1,[q:QUOTES]
666,49,directed,1,[m:MENTIONS]
667,668,directed,1,[m:MENTIONS]
667,6,directed,1,[m:MENTIONS]
669,20,directed,1,[m:MENTIONS]
669,20,directed,1,[r:RETWEETS]
670,513,directed,1,[q:QUOTES]
671,20,directed,1,[m:MENTIONS]
671,20,directed,1,[r:RETWEETS]
555,412,directed,1,[m:MENTIONS]
555,412,directed,1,[r:RETWEETS]
672,20,directed,1,[m:MENTIONS]
672,20,directed,1,[r:RETWEETS]
673,18,directed,1,[m:MENTIONS]
673,18,directed,1,[r:RETWEETS]
674,29,directed,1,[m:MENTIONS]
674,29,directed,1,[r:RETWEETS]
675,676,directed,1,[m:MENTIONS]
675,677,directed,1,[m:MENTIONS]
675,676,directed,1,[r:RETWEETS]
676,677,directed,1,[m:MENTIONS]
676,130,directed,1,[m:MENTIONS]
678,274,directed,1,[m:MENTIONS]
678,274,directed,1,[r:RETWEETS]
679,20,directed,1,[m:MENTIONS]
679,20,directed,1,[r:RETWEETS]
624,18,directed,1,[m:MENTIONS]
624,18,directed,1,[r:RETWEETS]
680,8,directed,1,[q:QUOTES]
82,2,directed,1,[m:MENTIONS]
82,2,directed,1,[r:RETWEETS]
681,433,directed,1,[m:MENTIONS]
681,682,directed,1,[q:QUOTES]
681,433,directed,1,[r:RETWEETS]
433,682,directed,1,[q:QUOTES]
683,684,directed,1,[m:MENTIONS]
683,529,directed,1,[q:QUOTES]
683,684,directed,1,[r:RETWEETS]
684,529,directed,1,[q:QUOTES]
685,22,directed,1,[m:MENTIONS]
685,22,directed,1,[r:RETWEETS]
686,8,directed,1,[m:MENTIONS]
686,6,directed,1,[m:MENTIONS]
686,8,directed,1,[r:RETWEETS]
8,6,directed,1,[m:MENTIONS]
555,412,directed,1,[q:QUOTES]
687,4,directed,1,[m:MENTIONS]
687,4,directed,1,[q:QUOTES]
687,4,directed,1,[r:RETWEETS]
688,4,directed,1,[m:MENTIONS]
688,4,directed,1,[r:RETWEETS]
689,12,directed,1,[m:MENTIONS]
689,72,directed,1,[m:MENTIONS]
689,12,directed,1,[r:RETWEETS]
690,4,directed,1,[m:MENTIONS]
690,4,directed,1,[q:QUOTES]
690,4,directed,1,[r:RETWEETS]
691,20,directed,1,[m:MENTIONS]
691,20,directed,1,[r:RETWEETS]
692,103,directed,1,[m:MENTIONS]
692,6,directed,1,[m:MENTIONS]
692,103,directed,1,[r:RETWEETS]
95,685,directed,1,[m:MENTIONS]
95,324,directed,1,[q:QUOTES]
95,685,directed,1,[r:RETWEETS]
685,324,directed,1,[q:QUOTES]
393,48,directed,1,[m:MENTIONS]
393,48,directed,1,[r:RETWEETS]
693,117,directed,1,[m:MENTIONS]
693,117,directed,1,[r:RETWEETS]
138,35,directed,1,[m:MENTIONS]
138,35,directed,1,[r:RETWEETS]
694,31,directed,1,[m:MENTIONS]
694,31,directed,1,[r:RETWEETS]
696,513,directed,1,[q:QUOTES]
697,9,directed,1,[m:MENTIONS]
698,107,directed,1,[m:MENTIONS]
698,107,directed,1,[r:RETWEETS]
699,129,directed,1,[q:QUOTES]
285,289,directed,1,[q:QUOTES]
700,29,directed,1,[m:MENTIONS]
700,29,directed,1,[r:RETWEETS]
694,6,directed,1,[m:MENTIONS]
701,20,directed,1,[m:MENTIONS]
701,20,directed,1,[r:RETWEETS]
702,240,directed,1,[m:MENTIONS]
702,201,directed,1,[q:QUOTES]
702,240,directed,1,[r:RETWEETS]
240,201,directed,1,[q:QUOTES]
703,20,directed,1,[m:MENTIONS]
703,20,directed,1,[r:RETWEETS]
704,6,directed,1,[m:MENTIONS]
704,6,directed,1,[r:RETWEETS]
705,57,directed,1,[m:MENTIONS]
705,57,directed,1,[r:RETWEETS]
706,48,directed,1,[m:MENTIONS]
706,49,directed,1,[m:MENTIONS]
706,48,directed,1,[r:RETWEETS]
705,274,directed,1,[m:MENTIONS]
705,274,directed,1,[r:RETWEETS]
707,20,directed,1,[m:MENTIONS]
707,20,directed,1,[r:RETWEETS]
708,20,directed,1,[m:MENTIONS]
708,20,directed,1,[r:RETWEETS]
709,20,directed,1,[m:MENTIONS]
709,20,directed,1,[r:RETWEETS]
710,18,directed,1,[m:MENTIONS]
710,18,directed,1,[r:RETWEETS]
710,20,directed,1,[m:MENTIONS]
710,20,directed,1,[r:RETWEETS]
711,20,directed,1,[m:MENTIONS]
711,20,directed,1,[r:RETWEETS]
712,6,directed,1,[m:MENTIONS]
712,208,directed,1,[m:MENTIONS]
712,12,directed,1,[m:MENTIONS]
712,160,directed,1,[m:MENTIONS]
713,513,directed,1,[q:QUOTES]
695,4,directed,1,[m:MENTIONS]
695,4,directed,1,[r:RETWEETS]
714,160,directed,1,[m:MENTIONS]
714,6,directed,1,[m:MENTIONS]
714,208,directed,1,[m:MENTIONS]
714,715,directed,1,[m:MENTIONS]
695,4,directed,1,[q:QUOTES]
716,6,directed,1,[m:MENTIONS]
716,50,directed,1,[m:MENTIONS]
717,29,directed,1,[m:MENTIONS]
705,580,directed,1,[m:MENTIONS]
705,580,directed,1,[r:RETWEETS]
707,18,directed,1,[m:MENTIONS]
707,18,directed,1,[r:RETWEETS]
718,4,directed,1,[m:MENTIONS]
718,4,directed,1,[q:QUOTES]
718,4,directed,1,[r:RETWEETS]
719,296,directed,1,[m:MENTIONS]
719,296,directed,1,[r:RETWEETS]
720,721,directed,1,[m:MENTIONS]
720,6,directed,1,[m:MENTIONS]
720,721,directed,1,[r:RETWEETS]
721,6,directed,1,[m:MENTIONS]
722,6,directed,1,[m:MENTIONS]
722,6,directed,1,[r:RETWEETS]
723,314,directed,1,[m:MENTIONS]
723,491,directed,1,[q:QUOTES]
723,314,directed,1,[r:RETWEETS]
314,491,directed,1,[q:QUOTES]
724,101,directed,1,[m:MENTIONS]
724,101,directed,1,[r:RETWEETS]
723,491,directed,1,[m:MENTIONS]
723,6,directed,1,[m:MENTIONS]
723,564,directed,1,[m:MENTIONS]
723,565,directed,1,[m:MENTIONS]
723,50,directed,1,[m:MENTIONS]
723,566,directed,1,[m:MENTIONS]
723,491,directed,1,[r:RETWEETS]
187,274,directed,1,[m:MENTIONS]
187,289,directed,1,[q:QUOTES]
187,274,directed,1,[r:RETWEETS]
725,223,directed,1,[m:MENTIONS]
725,223,directed,1,[r:RETWEETS]
726,491,directed,1,[m:MENTIONS]
726,6,directed,1,[m:MENTIONS]
726,564,directed,1,[m:MENTIONS]
726,565,directed,1,[m:MENTIONS]
726,50,directed,1,[m:MENTIONS]
726,566,directed,1,[m:MENTIONS]
726,491,directed,1,[r:RETWEETS]
727,20,directed,1,[m:MENTIONS]
727,20,directed,1,[r:RETWEETS]
728,12,directed,1,[m:MENTIONS]
729,18,directed,1,[m:MENTIONS]
729,18,directed,1,[r:RETWEETS]
577,208,directed,1,[m:MENTIONS]
577,160,directed,1,[q:QUOTES]
730,18,directed,1,[m:MENTIONS]
730,18,directed,1,[r:RETWEETS]
731,4,directed,1,[m:MENTIONS]
731,4,directed,1,[r:RETWEETS]
732,212,directed,1,[m:MENTIONS]
732,212,directed,1,[r:RETWEETS]
733,101,directed,1,[m:MENTIONS]
733,101,directed,1,[r:RETWEETS]
734,20,directed,1,[m:MENTIONS]
734,20,directed,1,[r:RETWEETS]
735,115,directed,1,[m:MENTIONS]
735,115,directed,1,[r:RETWEETS]
736,160,directed,1,[m:MENTIONS]
736,160,directed,1,[r:RETWEETS]
737,20,directed,1,[m:MENTIONS]
737,20,directed,1,[r:RETWEETS]
738,22,directed,1,[m:MENTIONS]
738,22,directed,1,[r:RETWEETS]
739,129,directed,1,[q:QUOTES]
740,684,directed,1,[m:MENTIONS]
740,529,directed,1,[q:QUOTES]
740,684,directed,1,[r:RETWEETS]
741,129,directed,1,[q:QUOTES]
742,6,directed,1,[m:MENTIONS]
82,743,directed,1,[m:MENTIONS]
82,743,directed,1,[r:RETWEETS]
731,4,directed,1,[q:QUOTES]
744,129,directed,1,[q:QUOTES]
745,6,directed,1,[m:MENTIONS]
746,18,directed,1,[m:MENTIONS]
746,18,directed,1,[r:RETWEETS]
747,103,directed,1,[m:MENTIONS]
747,104,directed,1,[m:MENTIONS]
747,105,directed,1,[m:MENTIONS]
747,103,directed,1,[r:RETWEETS]
748,20,directed,1,[m:MENTIONS]
748,20,directed,1,[r:RETWEETS]
749,20,directed,1,[m:MENTIONS]
749,20,directed,1,[r:RETWEETS]
750,513,directed,1,[q:QUOTES]
725,12,directed,1,[m:MENTIONS]
725,12,directed,1,[r:RETWEETS]
751,20,directed,1,[m:MENTIONS]
751,20,directed,1,[r:RETWEETS]
752,4,directed,1,[m:MENTIONS]
752,4,directed,1,[r:RETWEETS]
200,753,directed,1,[m:MENTIONS]
754,261,directed,1,[m:MENTIONS]
754,261,directed,1,[r:RETWEETS]
95,755,directed,1,[m:MENTIONS]
95,6,directed,1,[m:MENTIONS]
95,755,directed,1,[r:RETWEETS]
755,6,directed,1,[m:MENTIONS]
756,37,directed,1,[m:MENTIONS]
756,684,directed,1,[q:QUOTES]
757,20,directed,1,[m:MENTIONS]
757,20,directed,1,[r:RETWEETS]
758,20,directed,1,[m:MENTIONS]
758,20,directed,1,[r:RETWEETS]
752,4,directed,1,[q:QUOTES]
759,31,directed,1,[m:MENTIONS]
759,31,directed,1,[r:RETWEETS]
760,156,directed,1,[m:MENTIONS]
761,12,directed,1,[m:MENTIONS]
761,12,directed,1,[r:RETWEETS]
762,6,directed,1,[m:MENTIONS]
762,6,directed,1,[r:RETWEETS]
763,20,directed,1,[m:MENTIONS]
763,20,directed,1,[r:RETWEETS]
764,72,directed,1,[m:MENTIONS]
764,72,directed,1,[r:RETWEETS]
765,12,directed,1,[q:QUOTES]
766,767,directed,1,[m:MENTIONS]
766,6,directed,1,[m:MENTIONS]
766,767,directed,1,[r:RETWEETS]
767,6,directed,1,[m:MENTIONS]
200,768,directed,1,[m:MENTIONS]
200,768,directed,1,[r:RETWEETS]
770,200,directed,1,[m:MENTIONS]
770,753,directed,1,[m:MENTIONS]
770,200,directed,1,[r:RETWEETS]
285,442,directed,1,[m:MENTIONS]
285,117,directed,1,[q:QUOTES]
285,442,directed,1,[r:RETWEETS]
240,223,directed,1,[m:MENTIONS]
240,223,directed,1,[r:RETWEETS]
771,20,directed,1,[m:MENTIONS]
771,20,directed,1,[r:RETWEETS]
772,712,directed,1,[m:MENTIONS]
772,6,directed,1,[m:MENTIONS]
772,208,directed,1,[m:MENTIONS]
772,12,directed,1,[m:MENTIONS]
772,160,directed,1,[m:MENTIONS]
772,712,directed,1,[r:RETWEETS]
773,129,directed,1,[q:QUOTES]
774,606,directed,1,[q:QUOTES]
775,283,directed,1,[m:MENTIONS]
775,283,directed,1,[r:RETWEETS]
776,261,directed,1,[q:QUOTES]
770,768,directed,1,[m:MENTIONS]
770,768,directed,1,[r:RETWEETS]
777,20,directed,1,[m:MENTIONS]
777,20,directed,1,[r:RETWEETS]
200,778,directed,1,[m:MENTIONS]
779,101,directed,1,[m:MENTIONS]
779,101,directed,1,[r:RETWEETS]
780,12,directed,1,[q:QUOTES]
781,606,directed,1,[m:MENTIONS]
781,782,directed,1,[m:MENTIONS]
781,607,directed,1,[m:MENTIONS]
781,529,directed,1,[m:MENTIONS]
781,606,directed,1,[q:QUOTES]
781,606,directed,1,[r:RETWEETS]
606,782,directed,1,[m:MENTIONS]
783,107,directed,1,[m:MENTIONS]
783,107,directed,1,[r:RETWEETS]
200,784,directed,1,[m:MENTIONS]
785,786,directed,1,[m:MENTIONS]
785,786,directed,1,[r:RETWEETS]
787,6,directed,1,[m:MENTIONS]
788,12,directed,1,[m:MENTIONS]
788,12,directed,1,[r:RETWEETS]
240,160,directed,1,[m:MENTIONS]
240,160,directed,1,[r:RETWEETS]
640,129,directed,1,[m:MENTIONS]
640,129,directed,1,[r:RETWEETS]
789,6,directed,1,[m:MENTIONS]
789,6,directed,1,[r:RETWEETS]
790,20,directed,1,[m:MENTIONS]
790,20,directed,1,[r:RETWEETS]
644,129,directed,1,[m:MENTIONS]
644,129,directed,1,[r:RETWEETS]
580,12,directed,1,[m:MENTIONS]
580,12,directed,1,[r:RETWEETS]
788,107,directed,1,[m:MENTIONS]
788,107,directed,1,[r:RETWEETS]
791,110,directed,1,[m:MENTIONS]
791,6,directed,1,[m:MENTIONS]
485,20,directed,1,[m:MENTIONS]
485,20,directed,1,[r:RETWEETS]
792,129,directed,1,[q:QUOTES]
793,129,directed,1,[q:QUOTES]
647,129,directed,1,[m:MENTIONS]
647,129,directed,1,[r:RETWEETS]
794,424,directed,1,[m:MENTIONS]
794,261,directed,1,[m:MENTIONS]
794,424,directed,1,[r:RETWEETS]
795,796,directed,1,[m:MENTIONS]
795,6,directed,1,[m:MENTIONS]
797,18,directed,1,[m:MENTIONS]
797,18,directed,1,[r:RETWEETS]
798,422,directed,1,[m:MENTIONS]
798,6,directed,1,[m:MENTIONS]
798,72,directed,1,[q:QUOTES]
798,422,directed,1,[r:RETWEETS]
200,770,directed,1,[m:MENTIONS]
799,20,directed,1,[m:MENTIONS]
799,20,directed,1,[r:RETWEETS]
648,129,directed,1,[m:MENTIONS]
648,129,directed,1,[r:RETWEETS]
800,20,directed,1,[m:MENTIONS]
800,20,directed,1,[r:RETWEETS]
316,801,directed,1,[m:MENTIONS]
316,6,directed,1,[m:MENTIONS]
316,801,directed,1,[r:RETWEETS]
801,6,directed,1,[m:MENTIONS]
802,422,directed,1,[m:MENTIONS]
802,6,directed,1,[m:MENTIONS]
802,72,directed,1,[q:QUOTES]
802,422,directed,1,[r:RETWEETS]
803,107,directed,1,[m:MENTIONS]
803,107,directed,1,[r:RETWEETS]
653,129,directed,1,[m:MENTIONS]
653,129,directed,1,[r:RETWEETS]
804,20,directed,1,[m:MENTIONS]
804,20,directed,1,[r:RETWEETS]
805,129,directed,1,[q:QUOTES]
804,18,directed,1,[m:MENTIONS]
804,18,directed,1,[r:RETWEETS]
806,6,directed,1,[m:MENTIONS]
806,6,directed,1,[r:RETWEETS]
807,324,directed,1,[m:MENTIONS]
807,306,directed,1,[m:MENTIONS]
807,808,directed,1,[m:MENTIONS]
807,809,directed,1,[m:MENTIONS]
316,810,directed,1,[m:MENTIONS]
316,810,directed,1,[r:RETWEETS]
810,6,directed,1,[m:MENTIONS]
730,20,directed,1,[m:MENTIONS]
730,20,directed,1,[r:RETWEETS]
811,200,directed,1,[m:MENTIONS]
811,784,directed,1,[m:MENTIONS]
811,200,directed,1,[r:RETWEETS]
812,18,directed,1,[m:MENTIONS]
812,18,directed,1,[r:RETWEETS]
200,813,directed,1,[m:MENTIONS]
770,718,directed,1,[m:MENTIONS]
770,718,directed,1,[r:RETWEETS]
814,160,directed,1,[q:QUOTES]
160,32,directed,1,[m:MENTIONS]
815,20,directed,1,[m:MENTIONS]
815,20,directed,1,[r:RETWEETS]
816,20,directed,1,[m:MENTIONS]
816,20,directed,1,[r:RETWEETS]
817,20,directed,1,[m:MENTIONS]
817,20,directed,1,[r:RETWEETS]
811,768,directed,1,[m:MENTIONS]
811,768,directed,1,[r:RETWEETS]
818,129,directed,1,[q:QUOTES]
815,18,directed,1,[m:MENTIONS]
815,18,directed,1,[r:RETWEETS]
819,31,directed,1,[m:MENTIONS]
819,31,directed,1,[r:RETWEETS]
820,6,directed,1,[m:MENTIONS]
552,20,directed,1,[m:MENTIONS]
552,20,directed,1,[r:RETWEETS]
821,20,directed,1,[m:MENTIONS]
821,20,directed,1,[r:RETWEETS]
133,223,directed,1,[m:MENTIONS]
133,223,directed,1,[r:RETWEETS]
822,6,directed,1,[m:MENTIONS]
822,6,directed,1,[r:RETWEETS]
823,200,directed,1,[m:MENTIONS]
823,813,directed,1,[m:MENTIONS]
823,200,directed,1,[r:RETWEETS]
824,6,directed,1,[m:MENTIONS]
824,6,directed,1,[r:RETWEETS]
825,116,directed,1,[m:MENTIONS]
825,116,directed,1,[r:RETWEETS]
826,827,directed,1,[m:MENTIONS]
826,6,directed,1,[m:MENTIONS]
826,827,directed,1,[r:RETWEETS]
827,6,directed,1,[m:MENTIONS]
16,15,directed,1,[m:MENTIONS]
16,15,directed,1,[r:RETWEETS]
828,20,directed,1,[m:MENTIONS]
828,20,directed,1,[r:RETWEETS]
825,829,directed,1,[m:MENTIONS]
825,829,directed,1,[r:RETWEETS]
830,18,directed,1,[m:MENTIONS]
830,18,directed,1,[r:RETWEETS]
831,6,directed,1,[m:MENTIONS]
831,72,directed,1,[m:MENTIONS]
785,115,directed,1,[m:MENTIONS]
785,115,directed,1,[r:RETWEETS]
832,6,directed,1,[m:MENTIONS]
832,405,directed,1,[m:MENTIONS]
240,116,directed,1,[m:MENTIONS]
240,116,directed,1,[r:RETWEETS]
833,641,directed,1,[m:MENTIONS]
833,641,directed,1,[r:RETWEETS]
134,834,directed,1,[m:MENTIONS]
835,107,directed,1,[m:MENTIONS]
835,107,directed,1,[r:RETWEETS]
836,8,directed,1,[m:MENTIONS]
836,405,directed,1,[m:MENTIONS]
836,8,directed,1,[r:RETWEETS]
8,405,directed,1,[m:MENTIONS]
580,837,directed,1,[m:MENTIONS]
580,837,directed,1,[r:RETWEETS]
78,838,directed,1,[m:MENTIONS]
78,839,directed,1,[m:MENTIONS]
840,129,directed,1,[q:QUOTES]
580,841,directed,1,[m:MENTIONS]
580,841,directed,1,[r:RETWEETS]
842,18,directed,1,[m:MENTIONS]
842,18,directed,1,[r:RETWEETS]
843,844,directed,1,[m:MENTIONS]
843,37,directed,1,[m:MENTIONS]
843,844,directed,1,[r:RETWEETS]
844,37,directed,1,[m:MENTIONS]
845,20,directed,1,[m:MENTIONS]
845,20,directed,1,[r:RETWEETS]
846,101,directed,1,[m:MENTIONS]
846,101,directed,1,[r:RETWEETS]
580,847,directed,1,[m:MENTIONS]
580,847,directed,1,[r:RETWEETS]
729,20,directed,1,[m:MENTIONS]
729,20,directed,1,[r:RETWEETS]
506,848,directed,1,[m:MENTIONS]
849,20,directed,1,[m:MENTIONS]
849,20,directed,1,[r:RETWEETS]
850,8,directed,1,[m:MENTIONS]
850,405,directed,1,[m:MENTIONS]
850,8,directed,1,[r:RETWEETS]
851,20,directed,1,[m:MENTIONS]
851,20,directed,1,[r:RETWEETS]
852,712,directed,1,[m:MENTIONS]
852,6,directed,1,[m:MENTIONS]
852,208,directed,1,[m:MENTIONS]
852,12,directed,1,[m:MENTIONS]
852,160,directed,1,[m:MENTIONS]
853,4,directed,1,[m:MENTIONS]
853,4,directed,1,[q:QUOTES]
853,4,directed,1,[r:RETWEETS]
854,6,directed,1,[m:MENTIONS]
855,129,directed,1,[q:QUOTES]
856,4,directed,1,[m:MENTIONS]
856,4,directed,1,[q:QUOTES]
856,4,directed,1,[r:RETWEETS]
857,6,directed,1,[m:MENTIONS]
857,6,directed,1,[r:RETWEETS]
764,858,directed,1,[m:MENTIONS]
726,814,directed,1,[m:MENTIONS]
726,160,directed,1,[q:QUOTES]
726,814,directed,1,[r:RETWEETS]
859,98,directed,1,[m:MENTIONS]
859,99,directed,1,[m:MENTIONS]
859,98,directed,1,[r:RETWEETS]
860,31,directed,1,[m:MENTIONS]
860,31,directed,1,[r:RETWEETS]
580,861,directed,1,[m:MENTIONS]
862,20,directed,1,[m:MENTIONS]
862,20,directed,1,[r:RETWEETS]
863,606,directed,1,[m:MENTIONS]
863,6,directed,1,[m:MENTIONS]
863,606,directed,1,[r:RETWEETS]
864,2,directed,1,[m:MENTIONS]
864,2,directed,1,[r:RETWEETS]
865,31,directed,1,[m:MENTIONS]
865,31,directed,1,[r:RETWEETS]
866,223,directed,1,[m:MENTIONS]
866,223,directed,1,[r:RETWEETS]
867,20,directed,1,[m:MENTIONS]
867,20,directed,1,[r:RETWEETS]
868,12,directed,1,[m:MENTIONS]
868,12,directed,1,[r:RETWEETS]
807,869,directed,1,[m:MENTIONS]
870,871,directed,1,[m:MENTIONS]
870,6,directed,1,[m:MENTIONS]
870,871,directed,1,[r:RETWEETS]
871,6,directed,1,[m:MENTIONS]
872,156,directed,1,[m:MENTIONS]
872,235,directed,1,[q:QUOTES]
872,156,directed,1,[r:RETWEETS]
873,874,directed,1,[m:MENTIONS]
873,875,directed,1,[m:MENTIONS]
873,6,directed,1,[m:MENTIONS]
873,107,directed,1,[m:MENTIONS]
876,20,directed,1,[m:MENTIONS]
876,20,directed,1,[r:RETWEETS]
285,50,directed,1,[m:MENTIONS]
338,877,directed,1,[m:MENTIONS]
338,877,directed,1,[r:RETWEETS]
878,6,directed,1,[m:MENTIONS]
878,6,directed,1,[r:RETWEETS]
275,274,directed,1,[m:MENTIONS]
275,274,directed,1,[r:RETWEETS]
879,20,directed,1,[m:MENTIONS]
879,20,directed,1,[r:RETWEETS]
506,880,directed,1,[m:MENTIONS]
881,6,directed,1,[m:MENTIONS]
882,491,directed,1,[m:MENTIONS]
882,6,directed,1,[m:MENTIONS]
882,564,directed,1,[m:MENTIONS]
882,565,directed,1,[m:MENTIONS]
882,50,directed,1,[m:MENTIONS]
882,566,directed,1,[m:MENTIONS]
882,491,directed,1,[r:RETWEETS]
883,57,directed,1,[m:MENTIONS]
883,57,directed,1,[r:RETWEETS]
884,4,directed,1,[m:MENTIONS]
884,4,directed,1,[q:QUOTES]
884,4,directed,1,[r:RETWEETS]
240,115,directed,1,[m:MENTIONS]
240,115,directed,1,[r:RETWEETS]
885,886,directed,1,[m:MENTIONS]
885,445,directed,1,[m:MENTIONS]
885,6,directed,1,[m:MENTIONS]
887,20,directed,1,[m:MENTIONS]
887,20,directed,1,[r:RETWEETS]
888,129,directed,1,[q:QUOTES]
889,4,directed,1,[m:MENTIONS]
889,4,directed,1,[q:QUOTES]
889,4,directed,1,[r:RETWEETS]
890,341,directed,1,[m:MENTIONS]
890,6,directed,1,[m:MENTIONS]
890,341,directed,1,[r:RETWEETS]
891,20,directed,1,[m:MENTIONS]
891,20,directed,1,[r:RETWEETS]
892,571,directed,1,[m:MENTIONS]
892,49,directed,1,[m:MENTIONS]
892,571,directed,1,[q:QUOTES]
892,571,directed,1,[r:RETWEETS]
893,6,directed,1,[m:MENTIONS]
893,6,directed,1,[r:RETWEETS]
891,18,directed,1,[m:MENTIONS]
891,18,directed,1,[r:RETWEETS]
894,129,directed,1,[q:QUOTES]
895,4,directed,1,[m:MENTIONS]
895,4,directed,1,[q:QUOTES]
895,4,directed,1,[r:RETWEETS]
892,572,directed,1,[m:MENTIONS]
896,9,directed,1,[q:QUOTES]
897,107,directed,1,[m:MENTIONS]
897,107,directed,1,[r:RETWEETS]
898,6,directed,1,[m:MENTIONS]
899,6,directed,1,[m:MENTIONS]
900,129,directed,1,[q:QUOTES]
901,4,directed,1,[q:QUOTES]
902,129,directed,1,[q:QUOTES]
240,331,directed,1,[m:MENTIONS]
240,331,directed,1,[r:RETWEETS]
903,98,directed,1,[m:MENTIONS]
903,99,directed,1,[m:MENTIONS]
903,98,directed,1,[r:RETWEETS]
904,905,directed,1,[q:QUOTES]
905,49,directed,1,[m:MENTIONS]
906,208,directed,1,[m:MENTIONS]
906,907,directed,1,[q:QUOTES]
907,261,directed,1,[m:MENTIONS]
907,908,directed,1,[m:MENTIONS]
907,6,directed,1,[m:MENTIONS]
907,32,directed,1,[m:MENTIONS]
909,513,directed,1,[q:QUOTES]
910,911,directed,1,[m:MENTIONS]
910,911,directed,1,[r:RETWEETS]
911,208,directed,1,[m:MENTIONS]
912,913,directed,1,[m:MENTIONS]
912,6,directed,1,[m:MENTIONS]
912,914,directed,1,[m:MENTIONS]
915,6,directed,1,[m:MENTIONS]
915,6,directed,1,[r:RETWEETS]
514,18,directed,1,[m:MENTIONS]
514,18,directed,1,[r:RETWEETS]
916,20,directed,1,[m:MENTIONS]
916,20,directed,1,[r:RETWEETS]
917,20,directed,1,[m:MENTIONS]
917,20,directed,1,[r:RETWEETS]
912,918,directed,1,[m:MENTIONS]
919,191,directed,1,[m:MENTIONS]
919,6,directed,1,[m:MENTIONS]
919,191,directed,1,[q:QUOTES]
919,191,directed,1,[r:RETWEETS]
920,91,directed,1,[m:MENTIONS]
921,20,directed,1,[m:MENTIONS]
921,20,directed,1,[r:RETWEETS]
898,922,directed,1,[m:MENTIONS]
898,922,directed,1,[r:RETWEETS]
912,923,directed,1,[m:MENTIONS]
842,20,directed,1,[m:MENTIONS]
842,20,directed,1,[r:RETWEETS]
924,491,directed,1,[m:MENTIONS]
924,6,directed,1,[m:MENTIONS]
924,564,directed,1,[m:MENTIONS]
924,565,directed,1,[m:MENTIONS]
924,50,directed,1,[m:MENTIONS]
924,566,directed,1,[m:MENTIONS]
924,491,directed,1,[r:RETWEETS]
925,274,directed,1,[m:MENTIONS]
925,274,directed,1,[r:RETWEETS]
74,491,directed,1,[m:MENTIONS]
74,6,directed,1,[m:MENTIONS]
74,564,directed,1,[m:MENTIONS]
74,565,directed,1,[m:MENTIONS]
74,50,directed,1,[m:MENTIONS]
74,566,directed,1,[m:MENTIONS]
74,491,directed,1,[r:RETWEETS]
912,926,directed,1,[m:MENTIONS]
927,12,directed,1,[m:MENTIONS]
927,12,directed,1,[r:RETWEETS]
928,223,directed,1,[q:QUOTES]
531,929,directed,1,[m:MENTIONS]
531,929,directed,1,[r:RETWEETS]
930,129,directed,1,[q:QUOTES]
811,931,directed,1,[m:MENTIONS]
811,931,directed,1,[r:RETWEETS]
932,20,directed,1,[m:MENTIONS]
932,20,directed,1,[r:RETWEETS]
933,20,directed,1,[m:MENTIONS]
933,20,directed,1,[r:RETWEETS]
921,18,directed,1,[m:MENTIONS]
921,18,directed,1,[r:RETWEETS]
934,6,directed,1,[m:MENTIONS]
934,6,directed,1,[r:RETWEETS]
935,129,directed,1,[q:QUOTES]
936,18,directed,1,[m:MENTIONS]
936,18,directed,1,[r:RETWEETS]
937,938,directed,1,[m:MENTIONS]
937,6,directed,1,[m:MENTIONS]
937,938,directed,1,[r:RETWEETS]
938,6,directed,1,[m:MENTIONS]
939,9,directed,1,[m:MENTIONS]
807,940,directed,1,[m:MENTIONS]
941,48,directed,1,[m:MENTIONS]
941,49,directed,1,[m:MENTIONS]
941,48,directed,1,[r:RETWEETS]
942,129,directed,1,[q:QUOTES]
943,2,directed,1,[m:MENTIONS]
943,2,directed,1,[r:RETWEETS]
944,498,directed,1,[m:MENTIONS]
944,6,directed,1,[m:MENTIONS]
944,50,directed,1,[m:MENTIONS]
944,498,directed,1,[r:RETWEETS]
898,854,directed,1,[m:MENTIONS]
898,854,directed,1,[r:RETWEETS]
945,946,directed,1,[m:MENTIONS]
945,6,directed,1,[m:MENTIONS]
945,946,directed,1,[r:RETWEETS]
946,6,directed,1,[m:MENTIONS]
849,18,directed,1,[m:MENTIONS]
849,18,directed,1,[r:RETWEETS]
947,20,directed,1,[m:MENTIONS]
947,20,directed,1,[r:RETWEETS]
948,129,directed,1,[q:QUOTES]
949,12,directed,1,[q:QUOTES]
950,951,directed,1,[m:MENTIONS]
950,951,directed,1,[r:RETWEETS]
952,6,directed,1,[m:MENTIONS]
953,200,directed,1,[m:MENTIONS]
953,281,directed,1,[m:MENTIONS]
953,200,directed,1,[r:RETWEETS]
954,129,directed,1,[q:QUOTES]
955,20,directed,1,[m:MENTIONS]
955,20,directed,1,[r:RETWEETS]
