Source,Target,Type,Weight
3654,14595,directed,1
3655,14595,directed,1
2200,14595,directed,1
3656,14595,directed,1
3657,14595,directed,1
3658,14595,directed,1
3659,14595,directed,1
3660,14596,directed,1
3661,14596,directed,1
3662,14596,directed,1
3663,14596,directed,1
3664,14596,directed,1
3665,14596,directed,1
3666,14596,directed,1
3667,14597,directed,1
3668,14597,directed,1
3669,14597,directed,1
3670,14598,directed,1
3671,14598,directed,1
3672,14598,directed,1
3673,14599,directed,1
3674,14599,directed,1
3675,14599,directed,1
3676,14600,directed,1
3677,14600,directed,1
1770,14601,directed,1
3678,14601,directed,1
3679,14601,directed,1
3680,14601,directed,1
3681,14601,directed,1
3682,14601,directed,1
3683,14601,directed,1
3684,14601,directed,1
3685,14601,directed,1
3686,14601,directed,1
3687,14601,directed,1
3688,14601,directed,1
3689,14601,directed,1
3690,14601,directed,1
3691,14601,directed,1
3692,14601,directed,1
3693,14601,directed,1
3694,14601,directed,1
3695,14601,directed,1
3696,14601,directed,1
3697,14601,directed,1
3698,14601,directed,1
3699,14601,directed,1
3700,14601,directed,1
3701,14601,directed,1
3702,14601,directed,1
3703,14601,directed,1
3704,14601,directed,1
3705,14601,directed,1
3706,14601,directed,1
3707,14601,directed,1
3708,14601,directed,1
3709,14602,directed,1
3710,14602,directed,1
3711,14603,directed,1
3712,14603,directed,1
3713,14603,directed,1
3714,14603,directed,1
3715,14603,directed,1
3716,14603,directed,1
3717,14603,directed,1
3718,14603,directed,1
3719,14603,directed,1
3720,14603,directed,1
3721,14603,directed,1
3722,14603,directed,1
3723,14603,directed,1
3724,14603,directed,1
3725,14603,directed,1
3726,14603,directed,1
193,14603,directed,1
3727,14603,directed,1
3728,14603,directed,1
3729,14603,directed,1
3730,14604,directed,1
3731,14604,directed,1
490,14604,directed,1
1271,14604,directed,1
3732,14604,directed,1
3733,14604,directed,1
3734,14604,directed,1
3735,14604,directed,1
1305,14604,directed,1
3736,14604,directed,1
3737,14604,directed,1
3738,14604,directed,1
3739,14604,directed,1
3740,14604,directed,1
3741,14604,directed,1
3742,14604,directed,1
3743,14604,directed,1
3744,14604,directed,1
3745,14604,directed,1
3746,14604,directed,1
3747,14604,directed,1
3748,14604,directed,1
505,14604,directed,1
3749,14604,directed,1
3750,14604,directed,1
3751,14604,directed,1
506,14604,directed,1
3752,14604,directed,1
3753,14604,directed,1
3754,14604,directed,1
3755,14604,directed,1
3756,14604,directed,1
3757,14604,directed,1
3758,14604,directed,1
3759,14604,directed,1
3760,14604,directed,1
3761,14604,directed,1
507,14604,directed,1
3762,14604,directed,1
3763,14604,directed,1
3764,14604,directed,1
3765,14604,directed,1
3766,14604,directed,1
508,14604,directed,1
3767,14604,directed,1
3768,14604,directed,1
3769,14604,directed,1
3770,14604,directed,1
3771,14604,directed,1
3772,14604,directed,1
3773,14604,directed,1
3774,14604,directed,1
3775,14604,directed,1
3776,14604,directed,1
3777,14604,directed,1
3778,14604,directed,1
3779,14604,directed,1
3780,14604,directed,1
509,14604,directed,1
3781,14604,directed,1
3782,14604,directed,1
3783,14604,directed,1
3784,14604,directed,1
3785,14604,directed,1
3786,14604,directed,1
3787,14604,directed,1
3788,14604,directed,1
3789,14604,directed,1
3790,14604,directed,1
3791,14604,directed,1
3792,14604,directed,1
3793,14604,directed,1
3794,14604,directed,1
3795,14604,directed,1
3796,14604,directed,1
3797,14604,directed,1
3798,14604,directed,1
3799,14604,directed,1
3800,14604,directed,1
3801,14604,directed,1
3802,14604,directed,1
510,14604,directed,1
511,14604,directed,1
3803,14604,directed,1
3804,14604,directed,1
3805,14604,directed,1
3806,14604,directed,1
3807,14604,directed,1
3808,14604,directed,1
512,14604,directed,1
497,14604,directed,1
3809,14604,directed,1
3810,14604,directed,1
3811,14604,directed,1
3812,14604,directed,1
3813,14604,directed,1
3814,14604,directed,1
3815,14604,directed,1
3816,14604,directed,1
3817,14604,directed,1
3818,14605,directed,1
3819,14605,directed,1
3820,14606,directed,1
3821,14606,directed,1
3822,14606,directed,1
3823,14606,directed,1
3824,14606,directed,1
3825,14606,directed,1
3826,14606,directed,1
3827,14606,directed,1
3828,14607,directed,1
3829,14607,directed,1
3830,14607,directed,1
1958,14607,directed,1
3831,14608,directed,1
3832,14608,directed,1
3833,14608,directed,1
3834,14608,directed,1
3835,14608,directed,1
3836,14608,directed,1
3837,14608,directed,1
3838,14608,directed,1
3839,14608,directed,1
3840,14608,directed,1
3841,14608,directed,1
3842,14608,directed,1
3843,14608,directed,1
3844,14608,directed,1
3845,14608,directed,1
3846,14608,directed,1
3847,14608,directed,1
3848,14608,directed,1
3849,14608,directed,1
3850,14608,directed,1
3851,14608,directed,1
3852,14608,directed,1
3853,14608,directed,1
3854,14608,directed,1
3855,14608,directed,1
3856,14608,directed,1
3857,14608,directed,1
3858,14608,directed,1
3859,14608,directed,1
3860,14608,directed,1
3861,14608,directed,1
3862,14608,directed,1
3863,14608,directed,1
3864,14608,directed,1
3865,14608,directed,1
3866,14608,directed,1
3867,14608,directed,1
3868,14608,directed,1
3869,14608,directed,1
3870,14608,directed,1
3871,14608,directed,1
3872,14608,directed,1
3873,14608,directed,1
3874,14608,directed,1
3875,14608,directed,1
3876,14608,directed,1
3877,14608,directed,1
3878,14608,directed,1
3879,14608,directed,1
3880,14608,directed,1
3881,14608,directed,1
3882,14608,directed,1
3883,14608,directed,1
3884,14608,directed,1
3885,14608,directed,1
3886,14608,directed,1
3887,14608,directed,1
3888,14608,directed,1
3889,14608,directed,1
3890,14608,directed,1
3891,14608,directed,1
3892,14608,directed,1
3893,14608,directed,1
3894,14608,directed,1
3895,14608,directed,1
3896,14608,directed,1
3897,14608,directed,1
3898,14608,directed,1
3899,14608,directed,1
3900,14608,directed,1
3901,14608,directed,1
3902,14608,directed,1
3903,14608,directed,1
3904,14608,directed,1
3905,14608,directed,1
3906,14608,directed,1
3907,14608,directed,1
3908,14608,directed,1
3909,14608,directed,1
3910,14608,directed,1
3911,14608,directed,1
3911,14608,directed,1
3912,14608,directed,1
3913,14608,directed,1
3914,14608,directed,1
3915,14608,directed,1
3916,14608,directed,1
3917,14608,directed,1
3918,14608,directed,1
3919,14608,directed,1
3920,14608,directed,1
3921,14608,directed,1
3922,14608,directed,1
3923,14608,directed,1
3924,14608,directed,1
3925,14608,directed,1
3926,14608,directed,1
3927,14608,directed,1
3928,14608,directed,1
1423,14608,directed,1
3929,14609,directed,1
3930,14609,directed,1
3931,14609,directed,1
3932,14609,directed,1
3933,14609,directed,1
3934,14609,directed,1
3935,14610,directed,1
3936,14610,directed,1
3937,14610,directed,1
3938,14610,directed,1
3939,14610,directed,1
3940,14610,directed,1
3941,14611,directed,1
3942,14611,directed,1
3943,14611,directed,1
3944,14612,directed,1
3829,14612,directed,1
3831,14612,directed,1
3830,14612,directed,1
3945,14612,directed,1
3946,14613,directed,1
3947,14613,directed,1
3948,14613,directed,1
3949,14613,directed,1
3950,14613,directed,1
3951,14613,directed,1
3952,14613,directed,1
3953,14613,directed,1
3954,14613,directed,1
3955,14613,directed,1
3956,14613,directed,1
3957,14613,directed,1
3958,14613,directed,1
3959,14613,directed,1
3960,14613,directed,1
3961,14613,directed,1
3962,14613,directed,1
3963,14613,directed,1
3964,14613,directed,1
3965,14613,directed,1
3966,14613,directed,1
3967,14613,directed,1
3968,14613,directed,1
3969,14613,directed,1
3970,14614,directed,1
2311,14614,directed,1
3971,14614,directed,1
2312,14614,directed,1
3972,14614,directed,1
3973,14615,directed,1
3974,14615,directed,1
3975,14615,directed,1
2311,14616,directed,1
3976,14616,directed,1
3977,14616,directed,1
3978,14616,directed,1
3979,14616,directed,1
3980,14616,directed,1
3981,14616,directed,1
3982,14617,directed,1
3983,14617,directed,1
3475,14618,directed,1
3984,14618,directed,1
3985,14618,directed,1
3986,14618,directed,1
1745,14618,directed,1
236,14619,directed,1
3987,14619,directed,1
3988,14619,directed,1
3989,14619,directed,1
3990,14619,directed,1
3991,14620,directed,1
3992,14620,directed,1
3993,14621,directed,1
3994,14621,directed,1
3995,14621,directed,1
3996,14621,directed,1
3997,14621,directed,1
3998,14622,directed,1
3999,14622,directed,1
4000,14622,directed,1
4001,14623,directed,1
4002,14623,directed,1
4003,14623,directed,1
4004,14623,directed,1
4005,14623,directed,1
4006,14624,directed,1
4007,14624,directed,1
4008,14624,directed,1
4009,14624,directed,1
4010,14624,directed,1
4011,14624,directed,1
4012,14625,directed,1
4013,14625,directed,1
996,14625,directed,1
4014,14625,directed,1
994,14625,directed,1
4015,14625,directed,1
997,14625,directed,1
995,14625,directed,1
4016,14625,directed,1
4017,14626,directed,1
590,14626,directed,1
589,14626,directed,1
570,14626,directed,1
560,14626,directed,1
4018,14627,directed,1
4019,14627,directed,1
4020,14627,directed,1
4021,14627,directed,1
4022,14627,directed,1
4023,14627,directed,1
4024,14628,directed,1
4025,14628,directed,1
4026,14628,directed,1
4027,14628,directed,1
4028,14629,directed,1
4029,14629,directed,1
4030,14629,directed,1
4031,14630,directed,1
4032,14630,directed,1
4033,14630,directed,1
4034,14630,directed,1
4035,14630,directed,1
4036,14631,directed,1
4005,14631,directed,1
4037,14632,directed,1
4038,14632,directed,1
4039,14632,directed,1
4040,14632,directed,1
4041,14632,directed,1
4042,14632,directed,1
4043,14632,directed,1
4044,14633,directed,1
4045,14633,directed,1
4046,14633,directed,1
4047,14633,directed,1
4048,14633,directed,1
4049,14633,directed,1
4050,14633,directed,1
4051,14633,directed,1
4052,14633,directed,1
4053,14633,directed,1
4054,14633,directed,1
4055,14633,directed,1
4056,14633,directed,1
4057,14633,directed,1
4058,14633,directed,1
4059,14634,directed,1
41,14634,directed,1
42,14634,directed,1
43,14634,directed,1
44,14634,directed,1
45,14634,directed,1
46,14634,directed,1
47,14634,directed,1
48,14634,directed,1
49,14634,directed,1
50,14634,directed,1
51,14634,directed,1
52,14634,directed,1
53,14634,directed,1
54,14634,directed,1
55,14634,directed,1
56,14634,directed,1
57,14634,directed,1
58,14634,directed,1
59,14634,directed,1
60,14634,directed,1
61,14634,directed,1
62,14634,directed,1
63,14634,directed,1
64,14634,directed,1
65,14634,directed,1
66,14634,directed,1
67,14634,directed,1
68,14634,directed,1
69,14634,directed,1
70,14634,directed,1
71,14634,directed,1
72,14634,directed,1
73,14634,directed,1
74,14634,directed,1
75,14634,directed,1
76,14634,directed,1
77,14634,directed,1
78,14634,directed,1
79,14634,directed,1
80,14634,directed,1
81,14634,directed,1
82,14634,directed,1
83,14634,directed,1
84,14634,directed,1
85,14634,directed,1
86,14634,directed,1
87,14634,directed,1
88,14634,directed,1
89,14634,directed,1
90,14634,directed,1
91,14634,directed,1
92,14634,directed,1
93,14634,directed,1
94,14634,directed,1
95,14634,directed,1
96,14634,directed,1
97,14634,directed,1
98,14634,directed,1
99,14634,directed,1
100,14634,directed,1
101,14634,directed,1
102,14634,directed,1
103,14634,directed,1
104,14634,directed,1
105,14634,directed,1
106,14634,directed,1
107,14634,directed,1
108,14634,directed,1
109,14634,directed,1
110,14634,directed,1
111,14634,directed,1
112,14634,directed,1
113,14634,directed,1
114,14634,directed,1
115,14634,directed,1
116,14634,directed,1
117,14634,directed,1
118,14634,directed,1
119,14634,directed,1
120,14634,directed,1
121,14634,directed,1
122,14634,directed,1
123,14634,directed,1
124,14634,directed,1
125,14634,directed,1
126,14634,directed,1
127,14634,directed,1
128,14634,directed,1
4060,14634,directed,1
130,14634,directed,1
131,14634,directed,1
132,14634,directed,1
133,14634,directed,1
134,14634,directed,1
135,14634,directed,1
136,14634,directed,1
137,14634,directed,1
138,14634,directed,1
139,14634,directed,1
140,14473,directed,1
4061,14473,directed,1
2836,14473,directed,1
4062,14473,directed,1
4063,14473,directed,1
4064,14473,directed,1
4065,14473,directed,1
4066,14635,directed,1
4067,14635,directed,1
4068,14635,directed,1
4069,14635,directed,1
4070,14635,directed,1
4071,14635,directed,1
4072,14635,directed,1
4073,14635,directed,1
4074,14635,directed,1
4075,14635,directed,1
4076,14635,directed,1
4077,14635,directed,1
4078,14636,directed,1
4079,14636,directed,1
4080,14636,directed,1
4081,14636,directed,1
4082,14636,directed,1
4083,14637,directed,1
4084,14637,directed,1
4085,14637,directed,1
4086,14638,directed,1
4087,14638,directed,1
4088,14638,directed,1
4089,14638,directed,1
4090,14639,directed,1
4091,14639,directed,1
4092,14639,directed,1
4093,14639,directed,1
4094,14639,directed,1
4095,14640,directed,1
4096,14640,directed,1
4097,14640,directed,1
4098,14640,directed,1
4099,14640,directed,1
4100,14641,directed,1
4101,14641,directed,1
4102,14641,directed,1
4103,14641,directed,1
4104,14642,directed,1
2044,14642,directed,1
4105,14642,directed,1
2046,14642,directed,1
4106,14642,directed,1
4107,14643,directed,1
4108,14643,directed,1
4109,14643,directed,1
4110,14643,directed,1
4111,14643,directed,1
4112,14643,directed,1
4113,14643,directed,1
4114,14643,directed,1
4115,14643,directed,1
4116,14643,directed,1
4036,14643,directed,1
4117,14643,directed,1
4118,14643,directed,1
4119,14643,directed,1
4120,14643,directed,1
187,14643,directed,1
4121,14644,directed,1
4122,14644,directed,1
4123,14644,directed,1
4124,14644,directed,1
4125,14644,directed,1
4126,14644,directed,1
4127,14644,directed,1
4128,14644,directed,1
4129,14644,directed,1
4130,14644,directed,1
4131,14644,directed,1
4132,14644,directed,1
4133,14644,directed,1
4134,14645,directed,1
4135,14645,directed,1
4136,14645,directed,1
4137,14645,directed,1
4138,14646,directed,1
376,14646,directed,1
4139,14646,directed,1
4140,14646,directed,1
4141,14646,directed,1
4142,14646,directed,1
4143,14647,directed,1
4144,14647,directed,1
4145,14647,directed,1
2752,14647,directed,1
2748,14647,directed,1
4146,14647,directed,1
4147,14647,directed,1
4148,14648,directed,1
4149,14648,directed,1
4150,14648,directed,1
4151,14648,directed,1
4152,14648,directed,1
4153,14648,directed,1
4154,14648,directed,1
4155,14648,directed,1
4156,14648,directed,1
4157,14648,directed,1
4158,14648,directed,1
4159,14649,directed,1
4160,14649,directed,1
4161,14649,directed,1
4162,14649,directed,1
4163,14649,directed,1
4164,14649,directed,1
4165,14649,directed,1
4166,14649,directed,1
4167,14649,directed,1
4168,14649,directed,1
4169,14649,directed,1
4170,14649,directed,1
1717,14649,directed,1
4171,14649,directed,1
4172,14649,directed,1
4173,14649,directed,1
4174,14649,directed,1
4175,14649,directed,1
4176,14649,directed,1
4177,14649,directed,1
4178,14649,directed,1
4179,14649,directed,1
4180,14649,directed,1
4181,14649,directed,1
4182,14649,directed,1
4183,14649,directed,1
4184,14649,directed,1
4185,14649,directed,1
4186,14649,directed,1
4187,14650,directed,1
4188,14650,directed,1
4189,14650,directed,1
4190,14650,directed,1
4191,14650,directed,1
4192,14650,directed,1
4193,14650,directed,1
4194,14651,directed,1
4195,14651,directed,1
1478,14651,directed,1
4196,14651,directed,1
4197,14651,directed,1
4198,14652,directed,1
4199,14652,directed,1
4200,14653,directed,1
4201,14653,directed,1
4202,14653,directed,1
4203,14653,directed,1
1830,14653,directed,1
4204,14653,directed,1
4205,14654,directed,1
3457,14654,directed,1
4206,14654,directed,1
4207,14654,directed,1
4208,14654,directed,1
3459,14655,directed,1
4209,14655,directed,1
4210,14655,directed,1
4211,14655,directed,1
4212,14656,directed,1
4213,14656,directed,1
4214,14656,directed,1
4215,14656,directed,1
2784,14657,directed,1
4216,14657,directed,1
4217,14657,directed,1
4218,14657,directed,1
4219,14657,directed,1
4220,14658,directed,1
4221,14658,directed,1
4222,14658,directed,1
1130,14658,directed,1
1128,14658,directed,1
4223,14658,directed,1
4224,14658,directed,1
1133,14658,directed,1
1027,14658,directed,1
1042,14658,directed,1
1553,14659,directed,1
4225,14659,directed,1
4226,14659,directed,1
4227,14659,directed,1
4228,14659,directed,1
4229,14659,directed,1
4230,14659,directed,1
4231,14659,directed,1
4232,14659,directed,1
4233,14659,directed,1
4234,14659,directed,1
4235,14659,directed,1
4236,14659,directed,1
4237,14659,directed,1
4238,14659,directed,1
4239,14659,directed,1
4240,14659,directed,1
4241,14659,directed,1
4242,14659,directed,1
4243,14659,directed,1
4244,14659,directed,1
4245,14659,directed,1
4246,14659,directed,1
4247,14659,directed,1
4248,14659,directed,1
4249,14659,directed,1
4250,14659,directed,1
4251,14659,directed,1
4252,14659,directed,1
4253,14659,directed,1
4254,14659,directed,1
4255,14659,directed,1
4256,14659,directed,1
4257,14659,directed,1
4258,14659,directed,1
4259,14659,directed,1
4260,14659,directed,1
4261,14659,directed,1
4262,14659,directed,1
4263,14659,directed,1
4264,14659,directed,1
4265,14659,directed,1
4266,14659,directed,1
4267,14659,directed,1
4268,14659,directed,1
4269,14659,directed,1
4270,14659,directed,1
4271,14659,directed,1
4272,14659,directed,1
4273,14659,directed,1
4274,14659,directed,1
4275,14659,directed,1
4276,14659,directed,1
4277,14659,directed,1
4278,14659,directed,1
4279,14659,directed,1
4280,14659,directed,1
4281,14659,directed,1
4282,14659,directed,1
4283,14659,directed,1
4284,14659,directed,1
4285,14659,directed,1
4286,14659,directed,1
4287,14659,directed,1
4288,14659,directed,1
4289,14659,directed,1
4290,14659,directed,1
4291,14659,directed,1
4292,14659,directed,1
4293,14659,directed,1
4294,14659,directed,1
4295,14659,directed,1
4296,14659,directed,1
4297,14659,directed,1
4298,14659,directed,1
4299,14659,directed,1
4300,14659,directed,1
4301,14659,directed,1
4302,14659,directed,1
4303,14659,directed,1
4304,14659,directed,1
4305,14659,directed,1
4306,14659,directed,1
4307,14659,directed,1
4308,14659,directed,1
4309,14659,directed,1
4310,14659,directed,1
4311,14659,directed,1
4312,14659,directed,1
4313,14659,directed,1
4314,14659,directed,1
4315,14659,directed,1
4316,14659,directed,1
4317,14659,directed,1
4318,14659,directed,1
4319,14659,directed,1
4320,14659,directed,1
4321,14659,directed,1
4322,14659,directed,1
4323,14659,directed,1
4324,14660,directed,1
4194,14660,directed,1
4325,14661,directed,1
4326,14661,directed,1
4327,14661,directed,1
4328,14662,directed,1
3639,14662,directed,1
4329,14662,directed,1
4330,14662,directed,1
3640,14662,directed,1
4331,14662,directed,1
4332,14662,directed,1
4333,14662,directed,1
4334,14662,directed,1
4335,14662,directed,1
4336,14662,directed,1
3644,14663,directed,1
4337,14663,directed,1
4338,14663,directed,1
4339,14663,directed,1
4340,14663,directed,1
4341,14664,directed,1
4342,14664,directed,1
4343,14664,directed,1
4344,14664,directed,1
4345,14664,directed,1
4346,14665,directed,1
4347,14665,directed,1
4348,14665,directed,1
4349,14665,directed,1
4350,14665,directed,1
4351,14665,directed,1
4352,14665,directed,1
4353,14665,directed,1
4354,14665,directed,1
4355,14665,directed,1
4356,14665,directed,1
4357,14665,directed,1
4358,14665,directed,1
4359,14665,directed,1
4360,14665,directed,1
4361,14665,directed,1
4362,14665,directed,1
4363,14665,directed,1
4364,14665,directed,1
4365,14665,directed,1
4366,14665,directed,1
4367,14665,directed,1
4368,14666,directed,1
2303,14666,directed,1
2302,14666,directed,1
2301,14666,directed,1
2304,14666,directed,1
4369,14667,directed,1
4370,14667,directed,1
1705,14667,directed,1
1470,14667,directed,1
4371,14667,directed,1
4372,14667,directed,1
4373,14667,directed,1
4374,14667,directed,1
4375,14667,directed,1
4376,14667,directed,1
4377,14667,directed,1
4378,14667,directed,1
4379,14668,directed,1
4380,14668,directed,1
4381,14668,directed,1
4382,14668,directed,1
4383,14668,directed,1
4384,14669,directed,1
4385,14669,directed,1
4386,14669,directed,1
4387,14669,directed,1
4388,14669,directed,1
4389,14669,directed,1
4390,14669,directed,1
4391,14670,directed,1
3476,14670,directed,1
4392,14670,directed,1
4393,14670,directed,1
4394,14671,directed,1
4395,14671,directed,1
4396,14671,directed,1
4397,14671,directed,1
4398,14671,directed,1
4399,14671,directed,1
4400,14671,directed,1
4401,14671,directed,1
4402,14671,directed,1
4403,14671,directed,1
4404,14671,directed,1
4405,14671,directed,1
4406,14671,directed,1
4407,14671,directed,1
4408,14671,directed,1
4409,14671,directed,1
4410,14671,directed,1
4411,14671,directed,1
4412,14671,directed,1
4413,14671,directed,1
4414,14671,directed,1
4415,14671,directed,1
4416,14671,directed,1
4417,14671,directed,1
4418,14671,directed,1
4419,14671,directed,1
4420,14671,directed,1
4421,14671,directed,1
4422,14671,directed,1
4423,14671,directed,1
4424,14671,directed,1
4425,14671,directed,1
4426,14671,directed,1
4427,14671,directed,1
4428,14671,directed,1
4429,14671,directed,1
4430,14671,directed,1
4431,14671,directed,1
4432,14671,directed,1
4433,14671,directed,1
4434,14671,directed,1
4435,14671,directed,1
4436,14671,directed,1
4437,14671,directed,1
4438,14671,directed,1
4439,14671,directed,1
4440,14671,directed,1
4441,14671,directed,1
4442,14671,directed,1
4443,14671,directed,1
4444,14671,directed,1
4445,14671,directed,1
4446,14671,directed,1
4447,14671,directed,1
4448,14671,directed,1
4449,14671,directed,1
4450,14671,directed,1
4451,14671,directed,1
4452,14671,directed,1
4453,14671,directed,1
4454,14671,directed,1
4455,14671,directed,1
4456,14671,directed,1
4457,14671,directed,1
4458,14671,directed,1
4459,14671,directed,1
4460,14671,directed,1
4461,14671,directed,1
4462,14671,directed,1
4463,14671,directed,1
4464,14671,directed,1
4465,14671,directed,1
4466,14671,directed,1
4467,14671,directed,1
4468,14671,directed,1
4469,14671,directed,1
4470,14671,directed,1
4471,14671,directed,1
4472,14671,directed,1
4473,14671,directed,1
4474,14671,directed,1
4475,14671,directed,1
4476,14671,directed,1
4477,14671,directed,1
4478,14671,directed,1
4479,14671,directed,1
4480,14671,directed,1
4481,14671,directed,1
4482,14671,directed,1
4483,14671,directed,1
4484,14671,directed,1
4485,14671,directed,1
4486,14671,directed,1
4487,14671,directed,1
4488,14671,directed,1
4489,14671,directed,1
4490,14671,directed,1
4491,14671,directed,1
4492,14671,directed,1
4493,14671,directed,1
4494,14672,directed,1
4495,14672,directed,1
4496,14672,directed,1
4497,14672,directed,1
4498,14672,directed,1
4499,14672,directed,1
4500,14672,directed,1
4501,14672,directed,1
4502,14672,directed,1
4503,14672,directed,1
4504,14673,directed,1
4505,14673,directed,1
4506,14673,directed,1
2221,14673,directed,1
3973,14673,directed,1
4507,14674,directed,1
4508,14674,directed,1
4509,14674,directed,1
4510,14674,directed,1
2005,14674,directed,1
4511,14675,directed,1
4512,14675,directed,1
4513,14675,directed,1
4514,14675,directed,1
4515,14676,directed,1
4516,14676,directed,1
4517,14676,directed,1
4518,14676,directed,1
4519,14676,directed,1
4520,14676,directed,1
4521,14676,directed,1
4522,14676,directed,1
4523,14676,directed,1
4524,14676,directed,1
4525,14677,directed,1
4526,14677,directed,1
4527,14677,directed,1
4528,14677,directed,1
4529,14677,directed,1
4530,14678,directed,1
4531,14678,directed,1
4532,14678,directed,1
4533,14678,directed,1
4534,14678,directed,1
4535,14678,directed,1
4536,14678,directed,1
4537,14679,directed,1
4538,14679,directed,1
4539,14680,directed,1
4540,14680,directed,1
4541,14680,directed,1
4542,14680,directed,1
4543,14681,directed,1
4544,14681,directed,1
4545,14682,directed,1
4546,14682,directed,1
4547,14682,directed,1
4548,14682,directed,1
4549,14682,directed,1
4550,14682,directed,1
4551,14682,directed,1
4552,14682,directed,1
4553,14682,directed,1
4554,14682,directed,1
4555,14682,directed,1
4556,14682,directed,1
4557,14682,directed,1
4558,14682,directed,1
4559,14682,directed,1
4560,14682,directed,1
4561,14682,directed,1
4562,14682,directed,1
4563,14682,directed,1
4564,14682,directed,1
4565,14682,directed,1
4566,14682,directed,1
4567,14682,directed,1
4568,14682,directed,1
4569,14682,directed,1
4570,14682,directed,1
4571,14682,directed,1
4572,14682,directed,1
4573,14682,directed,1
4574,14682,directed,1
4575,14682,directed,1
4576,14682,directed,1
4577,14682,directed,1
4578,14682,directed,1
4579,14682,directed,1
4580,14682,directed,1
4581,14682,directed,1
4582,14683,directed,1
4583,14683,directed,1
4584,14683,directed,1
4585,14684,directed,1
4586,14684,directed,1
4587,14684,directed,1
4588,14684,directed,1
4589,14684,directed,1
4590,14684,directed,1
678,14684,directed,1
4591,14685,directed,1
4592,14685,directed,1
4593,14685,directed,1
4594,14685,directed,1
2947,14685,directed,1
4595,14685,directed,1
189,14685,directed,1
4596,14685,directed,1
4597,14685,directed,1
4598,14685,directed,1
4599,14685,directed,1
4600,14685,directed,1
4601,14685,directed,1
4602,14685,directed,1
4603,14685,directed,1
4604,14685,directed,1
4605,14685,directed,1
4606,14685,directed,1
4607,14685,directed,1
4608,14685,directed,1
4609,14685,directed,1
4610,14685,directed,1
4611,14685,directed,1
4612,14685,directed,1
4613,14686,directed,1
4614,14686,directed,1
4615,14686,directed,1
4616,14686,directed,1
4617,14686,directed,1
4618,14686,directed,1
4619,14686,directed,1
4620,14686,directed,1
4621,14686,directed,1
4622,14686,directed,1
4623,14686,directed,1
4624,14686,directed,1
4625,14686,directed,1
4626,14686,directed,1
4627,14686,directed,1
4628,14686,directed,1
4629,14686,directed,1
4630,14686,directed,1
4631,14686,directed,1
4632,14686,directed,1
4633,14686,directed,1
4634,14686,directed,1
4635,14686,directed,1
4636,14686,directed,1
4637,14686,directed,1
4638,14686,directed,1
4639,14686,directed,1
4640,14686,directed,1
4641,14686,directed,1
4642,14686,directed,1
4643,14686,directed,1
4644,14686,directed,1
4645,14686,directed,1
4646,14686,directed,1
4647,14686,directed,1
4648,14686,directed,1
4649,14686,directed,1
4650,14686,directed,1
4651,14686,directed,1
4652,14686,directed,1
4653,14686,directed,1
4654,14686,directed,1
4655,14686,directed,1
4656,14686,directed,1
4657,14686,directed,1
4658,14686,directed,1
4659,14686,directed,1
4660,14686,directed,1
4661,14687,directed,1
4662,14688,directed,1
4663,14688,directed,1
4664,14689,directed,1
4665,14689,directed,1
4666,14690,directed,1
4667,14690,directed,1
4668,14690,directed,1
4669,14690,directed,1
4670,14690,directed,1
4671,14690,directed,1
4672,14690,directed,1
4673,14691,directed,1
4674,14691,directed,1
4675,14691,directed,1
4676,14691,directed,1
4677,14692,directed,1
2188,14692,directed,1
4678,14692,directed,1
4679,14692,directed,1
4680,14692,directed,1
4681,14693,directed,1
4682,14693,directed,1
4683,14693,directed,1
4684,14693,directed,1
2739,14693,directed,1
4685,14693,directed,1
4686,14693,directed,1
2730,14693,directed,1
4687,14693,directed,1
2731,14693,directed,1
2841,14693,directed,1
2727,14693,directed,1
4688,14693,directed,1
4689,14693,directed,1
4690,14693,directed,1
4691,14693,directed,1
4692,14693,directed,1
2726,14693,directed,1
2728,14693,directed,1
2732,14693,directed,1
4693,14693,directed,1
4694,14693,directed,1
4159,14693,directed,1
4695,14693,directed,1
2747,14694,directed,1
4696,14694,directed,1
4697,14694,directed,1
4698,14694,directed,1
4699,14694,directed,1
4700,14694,directed,1
4701,14694,directed,1
4702,14695,directed,1
4703,14695,directed,1
1981,14696,directed,1
4704,14696,directed,1
4705,14696,directed,1
4706,14696,directed,1
4707,14696,directed,1
4708,14696,directed,1
3626,14696,directed,1
4709,14696,directed,1
4710,14696,directed,1
4711,14696,directed,1
4712,14696,directed,1
4713,14696,directed,1
4714,14696,directed,1
4715,14696,directed,1
3634,14696,directed,1
3638,14696,directed,1
3637,14696,directed,1
1998,14696,directed,1
1012,14696,directed,1
4716,14696,directed,1
4717,14696,directed,1
4718,14697,directed,1
4719,14697,directed,1
4720,14697,directed,1
4721,14697,directed,1
4722,14697,directed,1
4723,14697,directed,1
4724,14697,directed,1
4725,14697,directed,1
4726,14697,directed,1
4727,14698,directed,1
4728,14698,directed,1
4729,14698,directed,1
4730,14698,directed,1
4731,14699,directed,1
4732,14699,directed,1
4733,14699,directed,1
4734,14699,directed,1
4735,14699,directed,1
4736,14699,directed,1
4737,14699,directed,1
4738,14699,directed,1
4739,14699,directed,1
4740,14700,directed,1
4741,14700,directed,1
4742,14700,directed,1
4743,14700,directed,1
4744,14700,directed,1
4745,14700,directed,1
