Source,Target,Type,Weight
6373,14904,directed,1
6374,14904,directed,1
6375,14904,directed,1
6376,14904,directed,1
6377,14904,directed,1
6378,14904,directed,1
6379,14904,directed,1
6380,14904,directed,1
6381,14904,directed,1
6382,14904,directed,1
6383,14904,directed,1
6384,14904,directed,1
6385,14904,directed,1
6386,14904,directed,1
6387,14904,directed,1
6388,14904,directed,1
6389,14904,directed,1
6390,14904,directed,1
6391,14904,directed,1
6392,14904,directed,1
6393,14904,directed,1
6394,14904,directed,1
6395,14904,directed,1
6396,14904,directed,1
6397,14904,directed,1
6398,14904,directed,1
6399,14904,directed,1
6400,14904,directed,1
6401,14904,directed,1
6402,14904,directed,1
6403,14904,directed,1
6404,14904,directed,1
6405,14904,directed,1
6406,14904,directed,1
6407,14904,directed,1
6408,14904,directed,1
6409,14904,directed,1
6410,14904,directed,1
6411,14904,directed,1
6412,14904,directed,1
6413,14904,directed,1
6414,14904,directed,1
6415,14904,directed,1
6416,14904,directed,1
6417,14904,directed,1
6418,14904,directed,1
6419,14904,directed,1
6420,14904,directed,1
6421,14904,directed,1
6422,14904,directed,1
6423,14904,directed,1
6424,14904,directed,1
6425,14904,directed,1
6426,14905,directed,1
6427,14905,directed,1
6428,14905,directed,1
6429,14905,directed,1
6430,14906,directed,1
6431,14906,directed,1
6432,14906,directed,1
6433,14907,directed,1
6434,14907,directed,1
6435,14907,directed,1
6436,14907,directed,1
2863,14907,directed,1
6437,14908,directed,1
6438,14908,directed,1
6439,14908,directed,1
3047,14908,directed,1
6440,14908,directed,1
3065,14908,directed,1
6441,14908,directed,1
6442,14908,directed,1
6443,14908,directed,1
6444,14908,directed,1
6445,14908,directed,1
6446,14908,directed,1
6447,14908,directed,1
6448,14908,directed,1
6449,14908,directed,1
6450,14908,directed,1
6451,14908,directed,1
6452,14908,directed,1
6453,14908,directed,1
6454,14908,directed,1
6455,14908,directed,1
6456,14908,directed,1
6457,14908,directed,1
6458,14908,directed,1
6459,14908,directed,1
6460,14908,directed,1
6461,14908,directed,1
6462,14908,directed,1
6463,14908,directed,1
6464,14908,directed,1
6465,14908,directed,1
6466,14908,directed,1
6467,14908,directed,1
6468,14908,directed,1
6469,14908,directed,1
6470,14908,directed,1
6471,14908,directed,1
6472,14908,directed,1
6473,14908,directed,1
6474,14908,directed,1
6475,14908,directed,1
6476,14909,directed,1
6477,14909,directed,1
6478,14910,directed,1
6479,14910,directed,1
6480,14910,directed,1
6481,14910,directed,1
6482,14910,directed,1
6483,14910,directed,1
6484,14910,directed,1
6485,14911,directed,1
6486,14911,directed,1
6487,14911,directed,1
6488,14912,directed,1
6489,14912,directed,1
2684,14913,directed,1
6490,14913,directed,1
6491,14913,directed,1
6492,14913,directed,1
6493,14913,directed,1
6494,14914,directed,1
6495,14914,directed,1
6496,14914,directed,1
6497,14914,directed,1
6498,14915,directed,1
4383,14915,directed,1
6499,14915,directed,1
6500,14915,directed,1
6501,14915,directed,1
6502,14915,directed,1
6503,14915,directed,1
6504,14915,directed,1
6505,14915,directed,1
6506,14915,directed,1
6507,14915,directed,1
6508,14915,directed,1
6509,14915,directed,1
4380,14915,directed,1
6510,14915,directed,1
6511,14915,directed,1
4384,14916,directed,1
6512,14916,directed,1
6513,14916,directed,1
6514,14917,directed,1
6515,14917,directed,1
6516,14917,directed,1
6517,14917,directed,1
6518,14917,directed,1
6519,14917,directed,1
6520,14917,directed,1
6521,14918,directed,1
6522,14918,directed,1
6523,14918,directed,1
6524,14919,directed,1
4586,14919,directed,1
6525,14919,directed,1
1874,14919,directed,1
4589,14919,directed,1
678,14919,directed,1
4591,14920,directed,1
6526,14921,directed,1
6527,14921,directed,1
6528,14921,directed,1
6529,14921,directed,1
6530,14922,directed,1
4096,14923,directed,1
6531,14923,directed,1
6532,14923,directed,1
6533,14923,directed,1
6534,14923,directed,1
6535,14923,directed,1
6536,14923,directed,1
2682,14923,directed,1
6537,14923,directed,1
6538,14923,directed,1
6539,14923,directed,1
6540,14923,directed,1
2629,14923,directed,1
6541,14923,directed,1
6542,14924,directed,1
6543,14924,directed,1
6544,14924,directed,1
6545,14924,directed,1
6546,14924,directed,1
6547,14925,directed,1
6548,14925,directed,1
474,14925,directed,1
2214,14925,directed,1
477,14925,directed,1
1471,14925,directed,1
181,14926,directed,1
6549,14926,directed,1
6550,14926,directed,1
6551,14927,directed,1
6552,14927,directed,1
6553,14927,directed,1
5005,14927,directed,1
6554,14927,directed,1
6555,14928,directed,1
6556,14928,directed,1
6557,14928,directed,1
6558,14928,directed,1
6559,14928,directed,1
6560,14928,directed,1
6561,14928,directed,1
6562,14928,directed,1
6563,14928,directed,1
6564,14928,directed,1
6565,14929,directed,1
6566,14929,directed,1
6567,14929,directed,1
6568,14930,directed,1
6569,14930,directed,1
6570,14930,directed,1
6571,14931,directed,1
6572,14931,directed,1
6573,14931,directed,1
6574,14931,directed,1
6575,14931,directed,1
5984,14931,directed,1
6576,14931,directed,1
6577,14932,directed,1
6578,14932,directed,1
6579,14932,directed,1
6580,14932,directed,1
6581,14932,directed,1
6582,14932,directed,1
6583,14933,directed,1
6584,14933,directed,1
6585,14933,directed,1
6586,14933,directed,1
6587,14933,directed,1
6588,14933,directed,1
6589,14933,directed,1
6590,14933,directed,1
6591,14933,directed,1
6592,14933,directed,1
6593,14933,directed,1
6594,14933,directed,1
6595,14933,directed,1
6596,14933,directed,1
6597,14933,directed,1
6598,14933,directed,1
6599,14933,directed,1
6600,14933,directed,1
6601,14933,directed,1
6602,14933,directed,1
6603,14933,directed,1
6604,14933,directed,1
6605,14933,directed,1
6606,14933,directed,1
6607,14933,directed,1
6608,14933,directed,1
6609,14933,directed,1
6610,14933,directed,1
6611,14933,directed,1
6612,14933,directed,1
6613,14933,directed,1
6614,14933,directed,1
6615,14933,directed,1
6616,14933,directed,1
6617,14933,directed,1
6618,14933,directed,1
6619,14933,directed,1
6620,14933,directed,1
6608,14933,directed,1
6621,14933,directed,1
6622,14933,directed,1
6623,14933,directed,1
6624,14933,directed,1
6625,14933,directed,1
6626,14933,directed,1
6627,14933,directed,1
6628,14933,directed,1
6629,14933,directed,1
6630,14933,directed,1
6631,14933,directed,1
6632,14933,directed,1
6633,14933,directed,1
6634,14933,directed,1
6635,14933,directed,1
6636,14933,directed,1
6637,14933,directed,1
6638,14933,directed,1
6639,14933,directed,1
6640,14933,directed,1
6641,14933,directed,1
6642,14933,directed,1
6643,14933,directed,1
6644,14933,directed,1
6645,14933,directed,1
441,14933,directed,1
6646,14933,directed,1
6647,14933,directed,1
6648,14933,directed,1
6649,14933,directed,1
6650,14933,directed,1
6651,14933,directed,1
6652,14933,directed,1
6653,14933,directed,1
6654,14934,directed,1
6655,14934,directed,1
6656,14934,directed,1
6657,14934,directed,1
6658,14935,directed,1
29,14935,directed,1
32,14935,directed,1
31,14935,directed,1
37,14935,directed,1
38,14935,directed,1
34,14935,directed,1
35,14935,directed,1
33,14935,directed,1
30,14935,directed,1
36,14935,directed,1
27,14935,directed,1
28,14935,directed,1
6659,14935,directed,1
39,14935,directed,1
40,14936,directed,1
6660,14936,directed,1
6661,14936,directed,1
6662,14936,directed,1
6663,14937,directed,1
6664,14937,directed,1
6665,14937,directed,1
6666,14937,directed,1
6667,14937,directed,1
6668,14938,directed,1
6669,14938,directed,1
6670,14938,directed,1
6671,14939,directed,1
6672,14939,directed,1
6673,14939,directed,1
6674,14939,directed,1
6675,14940,directed,1
6676,14940,directed,1
6677,14940,directed,1
6678,14940,directed,1
6679,14940,directed,1
6680,14941,directed,1
6681,14941,directed,1
5925,14942,directed,1
6682,14942,directed,1
6683,14942,directed,1
6684,14942,directed,1
6685,14942,directed,1
6686,14942,directed,1
6687,14942,directed,1
6688,14943,directed,1
6689,14943,directed,1
6690,14943,directed,1
6691,14944,directed,1
4451,14944,directed,1
6692,14944,directed,1
6693,14944,directed,1
6694,14944,directed,1
6695,14944,directed,1
6696,14944,directed,1
6697,14944,directed,1
6698,14945,directed,1
992,14945,directed,1
6699,14945,directed,1
6700,14945,directed,1
6701,14945,directed,1
6702,14946,directed,1
6703,14946,directed,1
6704,14946,directed,1
6705,14946,directed,1
6706,14946,directed,1
6707,14946,directed,1
6708,14946,directed,1
6709,14946,directed,1
6710,14947,directed,1
6711,14947,directed,1
6712,14947,directed,1
6713,14947,directed,1
6714,14947,directed,1
6715,14947,directed,1
6716,14947,directed,1
6717,14947,directed,1
6718,14947,directed,1
6719,14947,directed,1
6720,14947,directed,1
6721,14947,directed,1
6722,14947,directed,1
6723,14947,directed,1
6724,14947,directed,1
6725,14947,directed,1
6726,14947,directed,1
6727,14947,directed,1
6728,14947,directed,1
6729,14947,directed,1
6730,14947,directed,1
6731,14947,directed,1
6732,14947,directed,1
6733,14947,directed,1
6734,14948,directed,1
NA,14948,directed,1
6735,14948,directed,1
6736,14948,directed,1
6737,14948,directed,1
6738,14948,directed,1
6739,14948,directed,1
6740,14948,directed,1
6741,14948,directed,1
6742,14948,directed,1
6743,14948,directed,1
6744,14948,directed,1
6745,14948,directed,1
6746,14948,directed,1
6747,14948,directed,1
6748,14948,directed,1
6749,14948,directed,1
6750,14948,directed,1
2070,14948,directed,1
6751,14949,directed,1
6752,14949,directed,1
6753,14949,directed,1
6754,14949,directed,1
6755,14950,directed,1
6756,14950,directed,1
6757,14950,directed,1
6758,14950,directed,1
6759,14951,directed,1
6760,14951,directed,1
6761,14951,directed,1
6762,14951,directed,1
6763,14951,directed,1
1957,14952,directed,1
6764,14952,directed,1
6765,14952,directed,1
6766,14952,directed,1
6767,14952,directed,1
6768,14953,directed,1
6769,14953,directed,1
6770,14953,directed,1
6771,14953,directed,1
6772,14954,directed,1
6773,14954,directed,1
1848,14954,directed,1
6774,14954,directed,1
6775,14955,directed,1
6776,14955,directed,1
6777,14955,directed,1
6778,14955,directed,1
6779,14955,directed,1
6780,14956,directed,1
6781,14956,directed,1
6782,14956,directed,1
6783,14956,directed,1
6254,14956,directed,1
6784,14957,directed,1
4719,14957,directed,1
4720,14957,directed,1
6785,14957,directed,1
4727,14957,directed,1
6786,14957,directed,1
4726,14957,directed,1
6787,14957,directed,1
4725,14958,directed,1
6788,14958,directed,1
6789,14958,directed,1
6790,14958,directed,1
4024,14958,directed,1
6791,14958,directed,1
6792,14959,directed,1
6793,14959,directed,1
6794,14959,directed,1
6795,14960,directed,1
6796,14960,directed,1
6797,14960,directed,1
6798,14960,directed,1
6799,14961,directed,1
3449,14961,directed,1
6800,14962,directed,1
6801,14962,directed,1
6802,14962,directed,1
3127,14963,directed,1
6803,14963,directed,1
6804,14963,directed,1
6805,14963,directed,1
6806,14964,directed,1
6807,14964,directed,1
6808,14964,directed,1
6809,14964,directed,1
5864,14965,directed,1
6810,14965,directed,1
6811,14965,directed,1
6812,14966,directed,1
6813,14966,directed,1
6814,14966,directed,1
6815,14966,directed,1
6816,14967,directed,1
6817,14967,directed,1
6818,14967,directed,1
6819,14967,directed,1
6820,14967,directed,1
6821,14967,directed,1
6822,14967,directed,1
3124,14967,directed,1
6823,14967,directed,1
6824,14967,directed,1
6825,14967,directed,1
6826,14967,directed,1
6827,14967,directed,1
6828,14967,directed,1
6829,14967,directed,1
6830,14967,directed,1
6831,14967,directed,1
6832,14967,directed,1
6833,14967,directed,1
6834,14967,directed,1
6835,14967,directed,1
6836,14967,directed,1
6837,14967,directed,1
6838,14967,directed,1
6839,14967,directed,1
6840,14967,directed,1
6841,14967,directed,1
6842,14967,directed,1
6843,14967,directed,1
6844,14967,directed,1
6845,14967,directed,1
6846,14967,directed,1
6847,14967,directed,1
5282,14967,directed,1
6848,14967,directed,1
6849,14967,directed,1
6850,14967,directed,1
6851,14967,directed,1
6852,14967,directed,1
6853,14967,directed,1
6854,14967,directed,1
6855,14967,directed,1
6856,14967,directed,1
2604,14967,directed,1
6857,14968,directed,1
6858,14968,directed,1
6859,14968,directed,1
6860,14968,directed,1
6861,14968,directed,1
6862,14968,directed,1
6863,14968,directed,1
6864,14968,directed,1
6865,14968,directed,1
6866,14968,directed,1
6867,14968,directed,1
6868,14968,directed,1
6869,14968,directed,1
6870,14968,directed,1
6871,14968,directed,1
6872,14968,directed,1
6873,14968,directed,1
4467,14968,directed,1
6874,14968,directed,1
6875,14968,directed,1
6876,14968,directed,1
6877,14968,directed,1
6878,14969,directed,1
6879,14969,directed,1
6880,14969,directed,1
6881,14969,directed,1
6882,14969,directed,1
6883,14969,directed,1
6884,14969,directed,1
6885,14969,directed,1
4775,14969,directed,1
6886,14969,directed,1
3945,14969,directed,1
4774,14969,directed,1
6887,14970,directed,1
6888,14970,directed,1
6889,14970,directed,1
6890,14970,directed,1
6891,14970,directed,1
6892,14970,directed,1
3166,14970,directed,1
1984,14970,directed,1
6893,14971,directed,1
6894,14971,directed,1
6895,14971,directed,1
6896,14971,directed,1
6897,14971,directed,1
6898,14971,directed,1
6899,14971,directed,1
6900,14971,directed,1
6901,14971,directed,1
6902,14971,directed,1
6903,14972,directed,1
6904,14972,directed,1
6905,14972,directed,1
6906,14972,directed,1
6907,14973,directed,1
6908,14973,directed,1
2200,14973,directed,1
6909,14973,directed,1
1984,14974,directed,1
6910,14974,directed,1
6537,14974,directed,1
6536,14974,directed,1
6911,14974,directed,1
6912,14974,directed,1
6913,14974,directed,1
6534,14974,directed,1
6914,14974,directed,1
6915,14974,directed,1
2688,14974,directed,1
2661,14974,directed,1
2660,14974,directed,1
6916,14974,directed,1
5024,14974,directed,1
2618,14974,directed,1
6917,14974,directed,1
6918,14974,directed,1
6919,14974,directed,1
6920,14974,directed,1
6921,14974,directed,1
6922,14974,directed,1
6531,14974,directed,1
6923,14974,directed,1
6924,14974,directed,1
6535,14975,directed,1
6925,14975,directed,1
2836,14975,directed,1
6926,14975,directed,1
6927,14975,directed,1
6928,14975,directed,1
5395,14975,directed,1
6929,14975,directed,1
6930,14976,directed,1
6931,14976,directed,1
6932,14976,directed,1
6933,14976,directed,1
6934,14976,directed,1
6935,14977,directed,1
6936,14977,directed,1
6937,14977,directed,1
6938,14977,directed,1
6939,14977,directed,1
6940,14977,directed,1
6941,14977,directed,1
6942,14977,directed,1
6943,14977,directed,1
6944,14977,directed,1
6945,14977,directed,1
6946,14977,directed,1
6947,14977,directed,1
6948,14977,directed,1
6949,14977,directed,1
6950,14977,directed,1
6951,14977,directed,1
6952,14978,directed,1
6953,14978,directed,1
6954,14978,directed,1
6955,14978,directed,1
6956,14978,directed,1
6957,14978,directed,1
6958,14978,directed,1
6959,14978,directed,1
6960,14978,directed,1
6961,14978,directed,1
6962,14978,directed,1
6963,14978,directed,1
6964,14978,directed,1
6965,14978,directed,1
6966,14978,directed,1
6967,14978,directed,1
6968,14978,directed,1
6969,14979,directed,1
6970,14979,directed,1
6971,14979,directed,1
6972,14979,directed,1
6973,14979,directed,1
6974,14979,directed,1
6975,14979,directed,1
6976,14979,directed,1
6977,14979,directed,1
6978,14979,directed,1
6979,14979,directed,1
6980,14979,directed,1
6981,14979,directed,1
6982,14979,directed,1
6983,14979,directed,1
6984,14979,directed,1
6985,14979,directed,1
6986,14979,directed,1
6987,14980,directed,1
6988,14980,directed,1
6989,14980,directed,1
6990,14981,directed,1
6991,14981,directed,1
6992,14981,directed,1
6437,14981,directed,1
6993,14981,directed,1
6994,14982,directed,1
6995,14982,directed,1
6996,14982,directed,1
6997,14982,directed,1
6998,14982,directed,1
6999,14982,directed,1
7000,14982,directed,1
7001,14982,directed,1
7002,14982,directed,1
7003,14982,directed,1
7004,14982,directed,1
7005,14982,directed,1
7006,14982,directed,1
7007,14982,directed,1
1010,14982,directed,1
7008,14982,directed,1
7009,14982,directed,1
7010,14982,directed,1
7011,14982,directed,1
7012,14982,directed,1
7013,14982,directed,1
7014,14982,directed,1
7015,14982,directed,1
7016,14982,directed,1
7017,14982,directed,1
7018,14982,directed,1
7019,14982,directed,1
7020,14982,directed,1
7021,14982,directed,1
7022,14982,directed,1
7023,14982,directed,1
7024,14982,directed,1
7025,14982,directed,1
7026,14982,directed,1
7027,14982,directed,1
7028,14982,directed,1
7029,14982,directed,1
7030,14982,directed,1
7031,14982,directed,1
7032,14982,directed,1
7033,14982,directed,1
7034,14982,directed,1
7035,14982,directed,1
7036,14982,directed,1
7037,14982,directed,1
7038,14982,directed,1
7039,14982,directed,1
7040,14982,directed,1
7041,14982,directed,1
7042,14982,directed,1
7043,14982,directed,1
7044,14982,directed,1
7045,14982,directed,1
7046,14982,directed,1
7047,14982,directed,1
7048,14982,directed,1
7049,14982,directed,1
7050,14982,directed,1
7051,14982,directed,1
7052,14982,directed,1
7053,14982,directed,1
7054,14982,directed,1
7055,14982,directed,1
7056,14982,directed,1
7057,14982,directed,1
7058,14982,directed,1
7059,14982,directed,1
7060,14982,directed,1
7061,14982,directed,1
7062,14982,directed,1
7063,14982,directed,1
7064,14982,directed,1
7065,14982,directed,1
7066,14982,directed,1
7067,14982,directed,1
7068,14982,directed,1
7069,14982,directed,1
7070,14982,directed,1
7071,14982,directed,1
7072,14982,directed,1
7073,14982,directed,1
7074,14982,directed,1
7075,14982,directed,1
7076,14982,directed,1
7077,14983,directed,1
3907,14983,directed,1
3862,14983,directed,1
3867,14983,directed,1
3866,14983,directed,1
3863,14983,directed,1
3875,14983,directed,1
3885,14983,directed,1
3905,14983,directed,1
3908,14983,directed,1
3914,14983,directed,1
3851,14983,directed,1
3919,14983,directed,1
3832,14983,directed,1
7078,14983,directed,1
3848,14983,directed,1
3922,14983,directed,1
3926,14983,directed,1
3927,14983,directed,1
3837,14983,directed,1
3874,14983,directed,1
3879,14983,directed,1
6273,14983,directed,1
3883,14983,directed,1
6281,14983,directed,1
3886,14983,directed,1
3887,14983,directed,1
7079,14983,directed,1
7080,14983,directed,1
6287,14983,directed,1
7081,14983,directed,1
6289,14983,directed,1
3892,14983,directed,1
7082,14983,directed,1
7083,14983,directed,1
6302,14983,directed,1
7084,14983,directed,1
6306,14983,directed,1
6307,14983,directed,1
6308,14983,directed,1
6310,14983,directed,1
6312,14983,directed,1
6313,14983,directed,1
7085,14983,directed,1
7086,14983,directed,1
3834,14983,directed,1
7087,14983,directed,1
6268,14983,directed,1
7088,14983,directed,1
7089,14983,directed,1
6261,14983,directed,1
3918,14983,directed,1
3920,14983,directed,1
6263,14983,directed,1
3923,14983,directed,1
3864,14983,directed,1
3924,14983,directed,1
7090,14983,directed,1
6265,14983,directed,1
3868,14983,directed,1
3869,14983,directed,1
6266,14983,directed,1
3928,14983,directed,1
3872,14983,directed,1
1423,14983,directed,1
7091,14983,directed,1
6267,14983,directed,1
6269,14983,directed,1
6270,14983,directed,1
7092,14983,directed,1
3876,14983,directed,1
7093,14983,directed,1
6272,14983,directed,1
3881,14983,directed,1
6276,14983,directed,1
6278,14983,directed,1
6279,14983,directed,1
7094,14983,directed,1
6282,14983,directed,1
6283,14983,directed,1
6284,14983,directed,1
6285,14983,directed,1
3890,14983,directed,1
3891,14983,directed,1
5575,14983,directed,1
6286,14983,directed,1
6290,14983,directed,1
6291,14983,directed,1
6293,14983,directed,1
7095,14983,directed,1
7096,14983,directed,1
6295,14983,directed,1
6299,14983,directed,1
6300,14983,directed,1
6301,14983,directed,1
6303,14983,directed,1
7097,14983,directed,1
6304,14983,directed,1
6305,14983,directed,1
6311,14983,directed,1
6314,14984,directed,1
7098,14984,directed,1
7099,14984,directed,1
7100,14984,directed,1
7101,14985,directed,1
7102,14985,directed,1
7103,14985,directed,1
7104,14985,directed,1
7105,14986,directed,1
7106,14986,directed,1
7107,14986,directed,1
7108,14986,directed,1
7109,14987,directed,1
7110,14987,directed,1
7111,14987,directed,1
7112,14987,directed,1
7113,14987,directed,1
7114,14988,directed,1
7115,14988,directed,1
7116,14988,directed,1
7117,14988,directed,1
7118,14988,directed,1
7119,14988,directed,1
7120,14988,directed,1
7121,14988,directed,1
7122,14988,directed,1
7123,14988,directed,1
7124,14988,directed,1
7125,14988,directed,1
7126,14988,directed,1
7127,14988,directed,1
7128,14988,directed,1
7129,14988,directed,1
7130,14988,directed,1
7131,14989,directed,1
268,14989,directed,1
7132,14989,directed,1
7133,14989,directed,1
7134,14989,directed,1
7135,14989,directed,1
7136,14989,directed,1
235,14989,directed,1
275,14989,directed,1
276,14989,directed,1
277,14989,directed,1
278,14990,directed,1
2571,14990,directed,1
2572,14990,directed,1
2574,14990,directed,1
2575,14990,directed,1
7137,14990,directed,1
2576,14990,directed,1
2578,14990,directed,1
7138,14990,directed,1
7139,14990,directed,1
2577,14990,directed,1
278,14990,directed,1
276,14991,directed,1
7140,14991,directed,1
7141,14991,directed,1
7142,14992,directed,1
7143,14992,directed,1
7144,14992,directed,1
7145,14992,directed,1
7146,14992,directed,1
7147,14992,directed,1
7148,14992,directed,1
7149,14992,directed,1
7150,14992,directed,1
7151,14992,directed,1
7152,14992,directed,1
7153,14992,directed,1
7154,14992,directed,1
7155,14992,directed,1
7156,14992,directed,1
7157,14992,directed,1
7158,14992,directed,1
7159,14992,directed,1
7160,14992,directed,1
7161,14992,directed,1
7162,14992,directed,1
7163,14992,directed,1
7164,14992,directed,1
7165,14992,directed,1
7166,14992,directed,1
4198,14992,directed,1
7167,14993,directed,1
7168,14993,directed,1
7169,14993,directed,1
7170,14993,directed,1
7171,14993,directed,1
7172,14993,directed,1
7173,14993,directed,1
7174,14993,directed,1
7175,14993,directed,1
7176,14993,directed,1
7177,14993,directed,1
7178,14993,directed,1
7179,14993,directed,1
7180,14993,directed,1
7181,14993,directed,1
7182,14993,directed,1
7183,14994,directed,1
7184,14994,directed,1
7185,14994,directed,1
7186,14994,directed,1
7187,14994,directed,1
7188,14994,directed,1
7189,14994,directed,1
7190,14994,directed,1
7191,14994,directed,1
7192,14994,directed,1
7193,14994,directed,1
7194,14994,directed,1
7195,14994,directed,1
7196,14995,directed,1
7197,14995,directed,1
7198,14995,directed,1
7199,14996,directed,1
6137,14996,directed,1
6138,14997,directed,1
7200,14997,directed,1
7201,14998,directed,1
7202,14998,directed,1
7203,14999,directed,1
7204,14999,directed,1
7205,14999,directed,1
7206,14999,directed,1
7207,14999,directed,1
7208,14999,directed,1
7209,14999,directed,1
7210,14999,directed,1
7211,14999,directed,1
7212,14999,directed,1
7213,14999,directed,1
7214,14999,directed,1
7215,14999,directed,1
7216,14999,directed,1
7217,14999,directed,1
7218,15000,directed,1
7219,15000,directed,1
7220,15000,directed,1
7221,15000,directed,1
7222,15000,directed,1
7223,15000,directed,1
7224,15001,directed,1
2311,15001,directed,1
7225,15001,directed,1
2312,15001,directed,1
3973,15002,directed,1
7226,15002,directed,1
7227,15002,directed,1
7228,15002,directed,1
5856,15002,directed,1
7229,15002,directed,1
7230,15002,directed,1
7231,15003,directed,1
7232,15003,directed,1
7233,15003,directed,1
7234,15004,directed,1
7235,15004,directed,1
7236,15004,directed,1
7237,15004,directed,1
7238,15004,directed,1
7239,15004,directed,1
7240,15005,directed,1
7241,15005,directed,1
7242,15005,directed,1
7243,15005,directed,1
7244,15005,directed,1
7245,15006,directed,1
1900,15006,directed,1
1903,15006,directed,1
1905,15006,directed,1
7246,15006,directed,1
7247,15006,directed,1
1906,15007,directed,1
7248,15007,directed,1
7249,15007,directed,1
7250,15007,directed,1
7251,15007,directed,1
7252,15007,directed,1
7253,15007,directed,1
7254,15007,directed,1
7255,15007,directed,1
7256,15007,directed,1
7257,15007,directed,1
7258,15007,directed,1
7259,15007,directed,1
7260,15008,directed,1
2311,15008,directed,1
7225,15008,directed,1
2074,15008,directed,1
7261,15009,directed,1
7262,15009,directed,1
7263,15009,directed,1
7264,15010,directed,1
7265,15010,directed,1
7266,15010,directed,1
7267,15010,directed,1
7268,15010,directed,1
7269,15010,directed,1
7270,15010,directed,1
7271,15011,directed,1
7272,15011,directed,1
7273,15011,directed,1
7274,15012,directed,1
7275,15013,directed,1
7276,15013,directed,1
7277,15013,directed,1
7278,15013,directed,1
7279,15014,directed,1
6857,15014,directed,1
6818,15014,directed,1
383,15014,directed,1
7280,15014,directed,1
6831,15014,directed,1
7281,15014,directed,1
7282,15014,directed,1
6822,15014,directed,1
3124,15014,directed,1
7283,15014,directed,1
7284,15014,directed,1
3168,15014,directed,1
7285,15014,directed,1
7286,15014,directed,1
7287,15014,directed,1
7288,15014,directed,1
7289,15014,directed,1
7290,15014,directed,1
7291,15014,directed,1
7292,15014,directed,1
7293,15014,directed,1
7294,15014,directed,1
7295,15014,directed,1
6828,15014,directed,1
7296,15014,directed,1
6829,15014,directed,1
7297,15014,directed,1
7298,15014,directed,1
6835,15014,directed,1
7299,15014,directed,1
7300,15014,directed,1
7301,15014,directed,1
5363,15014,directed,1
7302,15014,directed,1
7303,15014,directed,1
7304,15014,directed,1
7305,15014,directed,1
6850,15014,directed,1
7306,15014,directed,1
7307,15014,directed,1
7308,15014,directed,1
7309,15014,directed,1
7310,15014,directed,1
7311,15014,directed,1
7312,15014,directed,1
7313,15014,directed,1
7314,15014,directed,1
7315,15014,directed,1
6856,15014,directed,1
7316,15014,directed,1
6817,15014,directed,1
7317,15014,directed,1
7318,15015,directed,1
7319,15015,directed,1
7320,15015,directed,1
7321,15015,directed,1
7322,15015,directed,1
7323,15015,directed,1
7324,15015,directed,1
7325,15015,directed,1
7326,15015,directed,1
7327,15015,directed,1
7328,15015,directed,1
7329,15015,directed,1
7330,15015,directed,1
7331,15016,directed,1
5589,15016,directed,1
7332,15016,directed,1
7333,15016,directed,1
7334,15016,directed,1
7335,15016,directed,1
7336,15016,directed,1
7337,15016,directed,1
7338,15016,directed,1
7339,15017,directed,1
7340,15017,directed,1
7341,15017,directed,1
7342,15017,directed,1
7343,15018,directed,1
7344,15018,directed,1
7345,15018,directed,1
7346,15019,directed,1
2035,15019,directed,1
6428,15019,directed,1
7347,15019,directed,1
2033,15019,directed,1
2038,15020,directed,1
7348,15020,directed,1
5771,15020,directed,1
7349,15020,directed,1
7350,15021,directed,1
7351,15021,directed,1
7352,15021,directed,1
7353,15021,directed,1
7354,15021,directed,1
7355,15021,directed,1
7356,15021,directed,1
7357,15021,directed,1
7358,15021,directed,1
7359,15021,directed,1
7360,15022,directed,1
7361,15022,directed,1
7362,15022,directed,1
7363,15023,directed,1
7364,15023,directed,1
6701,15023,directed,1
7365,15024,directed,1
3621,15024,directed,1
3622,15025,directed,1
7366,15025,directed,1
7367,15026,directed,1
7368,15026,directed,1
7369,15026,directed,1
7370,15026,directed,1
7371,15026,directed,1
7372,15026,directed,1
7373,15026,directed,1
2611,15027,directed,1
7374,15027,directed,1
7375,15027,directed,1
7376,15027,directed,1
7377,15027,directed,1
7378,15027,directed,1
7379,15027,directed,1
7380,15027,directed,1
7381,15027,directed,1
7382,15027,directed,1
7383,15027,directed,1
7384,15027,directed,1
7385,15027,directed,1
7386,15028,directed,1
7387,15028,directed,1
7388,15028,directed,1
3945,15028,directed,1
7389,15029,directed,1
7390,15029,directed,1
7391,15029,directed,1
7392,15029,directed,1
7393,15029,directed,1
7394,15029,directed,1
1154,15030,directed,1
2572,15030,directed,1
2571,15030,directed,1
7395,15030,directed,1
7396,15030,directed,1
2574,15030,directed,1
2575,15030,directed,1
7397,15030,directed,1
2576,15030,directed,1
2579,15030,directed,1
7398,15030,directed,1
275,15030,directed,1
278,15030,directed,1
270,15030,directed,1
276,15030,directed,1
7399,15031,directed,1
7400,15031,directed,1
7401,15031,directed,1
7402,15031,directed,1
5369,15031,directed,1
7403,15031,directed,1
7404,15031,directed,1
7405,15031,directed,1
4511,15032,directed,1
7406,15032,directed,1
4868,15032,directed,1
7407,15032,directed,1
7408,15032,directed,1
4872,15033,directed,1
7409,15034,directed,1
7410,15034,directed,1
7411,15034,directed,1
7412,15034,directed,1
7413,15034,directed,1
7414,15034,directed,1
7415,15034,directed,1
7416,15035,directed,1
7417,15035,directed,1
